node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_china_tech_competitio::regulatory_enforcement,us_china_tech_competitio,Regulatory enforcement intensity,28.0,10.0,active (lever),10.700000000000001,7.200000000000001,21.080000000000002,8.88,28.8089386325704,4,active (lever)
us_canada_trade_spat::supply_chain_disruption,us_canada_trade_spat,Supply chain disruption,28.0,21.0,active (lever),5.0,7.5,18.8,15.6,20.117973905426254,4,critical (risk)
treasury_bond_market_tug::market_intervention_inte,treasury_bond_market_tug,Market intervention intensity,31.0,32.0,critical (risk),4.9,7.2,20.56,22.08,19.474198740452614,4,critical (risk)
russia_ukraine_war::allied_military_flow,russia_ukraine_war,Allied military supply flow,24.0,22.0,critical (risk),3.7,7.199999999999999,15.879999999999999,16.08,17.54287324553169,4,critical (risk)
us_canada_trade_spat::political_escalation,us_canada_trade_spat,Political escalation pressure,35.0,10.0,active (lever),6.050000000000001,4.75,23.42,7.9,17.381929454288283,4,active (lever)
iran_economic_and_hormuz::shipping_disrupt_rate,iran_economic_and_hormuz,Shipping disruption rate,28.0,11.0,active (lever),10.15,0.0,20.86,6.6,16.335794811206117,4,active (lever)
treasury_bond_market_tug::long_term_bond_yield,treasury_bond_market_tug,Long-term government bond yield,22.0,39.0,reactive (sensor),6.200000000000001,3.4999999999999996,15.68,24.799999999999997,15.611547750610775,4,critical (risk)
us_china_tech_competitio::capital_investment_flow,us_china_tech_competitio,Capital investment rate,25.0,31.0,critical (risk),2.4,6.8,15.96,21.319999999999997,14.806828794393722,4,critical (risk)
russia_ukraine_war::logistics_ammo_stocks,russia_ukraine_war,Logistics and ammunition stocks,21.0,26.0,critical (risk),2.3,6.8,13.52,18.32,14.645885003150312,4,critical (risk)
iran_economic_and_hormuz::sanctions_strength,iran_economic_and_hormuz,Sanctions enforcement strength,32.0,9.0,active (lever),5.1000000000000005,3.8,21.24,6.92,14.323997420663494,4,active (lever)
treasury_bond_market_tug::bond_market_liquidity,treasury_bond_market_tug,Bond market liquidity,27.0,31.0,critical (risk),2.3,6.1000000000000005,17.119999999999997,21.04,13.519278464446442,4,critical (risk)
us_canada_trade_spat::corporate_investment,us_canada_trade_spat,Corporate investment commitment,18.0,30.0,reactive (sensor),1.2,7.2,11.28,20.88,13.519278464446442,4,reactive (sensor)
russia_ukraine_war::escalation_perception,russia_ukraine_war,Escalation perception,25.0,25.0,critical (risk),7.2,1.2,17.88,15.48,13.519278464446442,4,critical (risk)
iran_economic_and_hormuz::third_party_compliance,iran_economic_and_hormuz,Third‑party compliance with restrictions,22.0,19.0,active (lever),3.3,5.9,14.52,13.760000000000002,12.753908122302992,3,critical (risk)
russia_ukraine_war::kinetic_strike_rate,russia_ukraine_war,Kinetic strike rate,30.0,27.0,critical (risk),3.75,3.1500000000000004,19.5,17.46,11.105121595795293,4,critical (risk)
iran_economic_and_hormuz::affected_export_volume,iran_economic_and_hormuz,Export volume from affected suppliers,23.0,23.0,critical (risk),4.699999999999999,2.4000000000000004,15.68,14.76,9.842689963951223,3,critical (risk)
us_china_tech_competitio::market_concentration,us_china_tech_competitio,Market concentration,29.0,27.0,critical (risk),1.4,5.1,17.959999999999997,18.24,9.010913347279288,3,critical (risk)
russia_ukraine_war::economic_disruption_leve,russia_ukraine_war,Economic disruption level,26.0,22.0,critical (risk),6.050000000000001,0.0,18.02,13.2,8.387080884775338,3,critical (risk)
us_canada_trade_spat::bilateral_trade_volume,us_canada_trade_spat,Bilateral trade volume,20.0,30.0,critical (risk),0.0,5.199999999999999,12.0,20.08,8.36907714465732,4,reactive (sensor)
us_canada_trade_spat::retaliatory_intensity,us_canada_trade_spat,Retaliatory measure intensity,32.0,7.0,active (lever),3.8,0.0,20.72,4.2,5.267918572255584,3,active (lever)
treasury_bond_market_tug::net_bond_supply_flow,treasury_bond_market_tug,Net bond supply flow,24.0,17.0,active (lever),1.2,3.55,14.879999999999999,11.62,5.218408371173521,2,active (lever)
us_china_tech_competitio::hardware_capacity,us_china_tech_competitio,Hardware manufacturing capacity,23.0,30.0,critical (risk),3.1500000000000004,1.2,15.059999999999999,18.48,4.778963455706278,2,critical (risk)
us_china_tech_competitio::ai_compute_demand,us_china_tech_competitio,AI compute demand,30.0,28.0,critical (risk),1.2,0.0,18.48,16.8,0.8317766166719344,1,critical (risk)
iran_economic_and_hormuz::regional_diplomacy,iran_economic_and_hormuz,Regional diplomatic activity,20.0,18.0,active (lever),0.0,0.0,12.0,10.799999999999999,0.0,0,buffering (inert)
iran_economic_and_hormuz::global_oil_inventories,iran_economic_and_hormuz,Global oil inventory levels,16.0,22.0,reactive (sensor),0.0,0.0,9.6,13.2,0.0,0,reactive (sensor)
iran_economic_and_hormuz::shipping_transit_rate,iran_economic_and_hormuz,Shipping transit rate through chokepoints,15.0,16.0,buffering (inert),0.0,0.0,9.0,9.6,0.0,0,buffering (inert)
iran_economic_and_hormuz::sanctions_announce_int,iran_economic_and_hormuz,Sanctions announcement intensity,24.0,15.0,active (lever),0.0,0.0,14.399999999999999,9.0,0.0,0,active (lever)
iran_economic_and_hormuz::oil_price_level,iran_economic_and_hormuz,Global oil price level,15.0,26.0,reactive (sensor),0.0,0.0,9.0,15.6,0.0,0,reactive (sensor)
iran_economic_and_hormuz::secondary_sanctions_risk,iran_economic_and_hormuz,Secondary sanctions risk,23.0,11.0,active (lever),0.0,0.0,13.799999999999999,6.6,0.0,0,active (lever)
iran_economic_and_hormuz::capital_outflow_rate,iran_economic_and_hormuz,Capital outflow rate from targeted economy,9.0,21.0,reactive (sensor),0.0,0.0,5.3999999999999995,12.6,0.0,0,buffering (inert)
iran_economic_and_hormuz::market_volatility,iran_economic_and_hormuz,Financial market volatility,10.0,31.0,reactive (sensor),0.0,0.0,6.0,18.599999999999998,0.0,0,reactive (sensor)
iran_economic_and_hormuz::refinery_capacity_use,iran_economic_and_hormuz,Refinery capacity utilization,14.0,18.0,buffering (inert),0.0,0.0,8.4,10.799999999999999,0.0,0,buffering (inert)
iran_economic_and_hormuz::escalation_expectations,iran_economic_and_hormuz,Escalation expectations,23.0,20.0,critical (risk),0.0,0.0,13.799999999999999,12.0,0.0,0,active (lever)
iran_economic_and_hormuz::fuel_availability,iran_economic_and_hormuz,Domestic fuel availability,11.0,22.0,reactive (sensor),0.0,0.0,6.6,13.2,0.0,0,reactive (sensor)
iran_economic_and_hormuz::domestic_unrest,iran_economic_and_hormuz,Domestic unrest intensity,17.0,20.0,reactive (sensor),0.0,0.0,10.2,12.0,0.0,0,buffering (inert)
us_canada_trade_spat::market_volatility_index,us_canada_trade_spat,Market volatility index,15.0,27.0,reactive (sensor),0.0,0.0,9.0,16.2,0.0,0,reactive (sensor)
treasury_bond_market_tug::market_making_inventory,treasury_bond_market_tug,Market-making inventory capacity,23.0,31.0,reactive (sensor),0.0,0.0,13.799999999999999,18.599999999999998,0.0,0,critical (risk)
treasury_bond_market_tug::speculative_net_position,treasury_bond_market_tug,Speculative net positions,23.0,29.0,reactive (sensor),0.0,0.0,13.799999999999999,17.4,0.0,0,critical (risk)
