node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
tech_supply_divide::infra_capital_flow,tech_supply_divide,Capital flow to AI infrastructure,24.0,30.0,reactive (sensor),8.649999999999999,11.1,17.86,22.44,31.78639877057348,4,critical (risk)
russia_ukraine_war::energy_price_pressure,russia_ukraine_war,Energy price and supply pressure,14.0,29.0,reactive (sensor),10.65,7.500000000000001,12.66,20.4,29.211298110678925,4,critical (risk)
global_finance_shift::oil_price_level,global_finance_shift,Global crude oil price level,23.0,11.0,active (lever),7.45,6.45,16.78,9.18,22.371186982833994,4,active (lever)
ai_governance::development_pace,ai_governance,Development pace,30.0,31.0,critical (risk),7.45,6.2,20.98,21.08,21.968827504725468,4,critical (risk)
ai_governance::investment_flow,ai_governance,Investment flow,27.0,25.0,critical (risk),6.5,8.1,18.8,18.240000000000002,20.239897672350402,3,critical (risk)
global_finance_shift::policy_rate_expectations,global_finance_shift,Policy rate expectations,26.0,24.0,critical (risk),2.5,9.54,16.6,18.215999999999998,19.377632465706565,4,critical (risk)
global_finance_shift::long_term_govt_yield,global_finance_shift,Long-term government bond yield,21.0,25.0,critical (risk),4.800000000000001,6.96,14.52,17.784,18.926989850225024,4,critical (risk)
middle_east_chokepoints::maritime_attack_freq,middle_east_chokepoints,Maritime attack frequency,32.0,12.0,active (lever),6.2,5.25,21.68,9.299999999999999,18.42806409737045,4,active (lever)
russia_ukraine_war::energy_strike_rate,russia_ukraine_war,Energy infrastructure strike rate,30.0,15.0,active (lever),6.0,4.2,20.4,10.68,16.416266706827823,4,active (lever)
russia_ukraine_war::drone_capability,russia_ukraine_war,Long‑range unmanned strike capability,33.0,9.0,active (lever),4.8,5.300000000000001,21.72,7.52,16.255322915584415,4,active (lever)
middle_east_chokepoints::market_risk_premium,middle_east_chokepoints,Market risk premium,10.0,28.0,reactive (sensor),6.0,3.8000000000000003,8.4,18.32,15.772491541854183,4,reactive (sensor)
global_finance_shift::policy_rate_level,global_finance_shift,Policy interest rate level,31.0,21.0,critical (risk),7.75,1.3,21.7,13.12,14.56541310752861,4,critical (risk)
tech_supply_divide::ai_compute_demand,tech_supply_divide,AI compute demand,30.0,26.0,critical (risk),3.55,6.9,19.42,18.36,14.486776073702856,3,critical (risk)
middle_east_chokepoints::oil_export_flow,middle_east_chokepoints,Oil export flow,14.0,25.0,reactive (sensor),6.7,2.25,11.08,15.9,12.40733453202302,3,reactive (sensor)
middle_east_chokepoints::naval_presence_level,middle_east_chokepoints,Naval/military presence level,28.0,21.0,critical (risk),1.3,5.8999999999999995,17.32,14.959999999999999,11.58795296952552,4,critical (risk)
tech_supply_divide::regulatory_pressure_ai,tech_supply_divide,Regulatory policy pressure,28.0,20.0,active (lever),3.79,4.0,18.316000000000003,13.6,10.799233073123947,3,critical (risk)
ai_governance::incident_frequency,ai_governance,Incident frequency,32.0,26.0,critical (risk),4.9,2.4,21.16,16.56,10.119948836175203,3,critical (risk)
ai_governance::regulatory_stringency,ai_governance,Regulatory stringency,28.0,24.0,critical (risk),2.3,4.75,17.72,16.299999999999997,9.773375245895227,3,critical (risk)
middle_east_chokepoints::infra_outage_rate,middle_east_chokepoints,Infrastructure outage rate,26.0,11.0,active (lever),3.8,2.4,17.12,7.56,8.595025038943321,3,active (lever)
tech_supply_divide::cloud_utilization,tech_supply_divide,Cloud capacity utilization,27.0,29.0,critical (risk),3.46,2.5999999999999996,17.584,18.439999999999998,8.400943828386536,3,critical (risk)
russia_ukraine_war::diplomatic_pressure,russia_ukraine_war,Diplomatic pressure intensity,26.0,29.0,critical (risk),3.7,3.75,17.08,18.9,8.184661550577419,2,critical (risk)
russia_ukraine_war::border_incident_rate,russia_ukraine_war,Border incident rate,26.0,18.0,active (lever),3.3999999999999995,2.4000000000000004,16.96,11.76,8.040507294495365,3,active (lever)
ai_governance::safety_capacity,ai_governance,Safety mitigation capacity,22.0,32.0,reactive (sensor),1.2,2.5,13.68,20.2,5.129289136143595,3,critical (risk)
tech_supply_divide::ai_development_rate,tech_supply_divide,AI development pace,27.0,34.0,critical (risk),1.2,2.5,16.68,21.4,4.064865468072006,2,critical (risk)
middle_east_chokepoints::nonstate_offense_cap,middle_east_chokepoints,Non-state offensive capability,30.0,8.0,active (lever),0.0,0.0,18.0,4.8,0.0,0,active (lever)
middle_east_chokepoints::chokepoint_transit_vol,middle_east_chokepoints,Chokepoint transit volume,18.0,20.0,critical (risk),0.0,0.0,10.799999999999999,12.0,0.0,0,buffering (inert)
middle_east_chokepoints::protective_window_dur,middle_east_chokepoints,Protective window duration,13.0,10.0,buffering (inert),0.0,0.0,7.8,6.0,0.0,0,buffering (inert)
middle_east_chokepoints::market_volatility,middle_east_chokepoints,Market volatility,6.0,30.0,reactive (sensor),0.0,0.0,3.5999999999999996,18.0,0.0,0,reactive (sensor)
middle_east_chokepoints::insurance_premium_level,middle_east_chokepoints,Insurance and security premium,11.0,21.0,reactive (sensor),0.0,0.0,6.6,12.6,0.0,0,reactive (sensor)
middle_east_chokepoints::oil_price_level,middle_east_chokepoints,Oil price level,7.0,26.0,reactive (sensor),0.0,0.0,4.2,15.6,0.0,0,reactive (sensor)
middle_east_chokepoints::export_capacity,middle_east_chokepoints,Oil export capacity,11.0,11.0,buffering (inert),0.0,0.0,6.6,6.6,0.0,0,buffering (inert)
middle_east_chokepoints::rerouting_burden,middle_east_chokepoints,Shipping rerouting burden,13.0,16.0,buffering (inert),0.0,0.0,7.8,9.6,0.0,0,buffering (inert)
middle_east_chokepoints::great_power_competition,middle_east_chokepoints,Great-power competition intensity,22.0,13.0,active (lever),0.0,0.0,13.2,7.8,0.0,0,active (lever)
middle_east_chokepoints::diplomatic_leverage,middle_east_chokepoints,Diplomatic leverage balance,20.0,12.0,active (lever),0.0,0.0,12.0,7.199999999999999,0.0,0,buffering (inert)
middle_east_chokepoints::diplomatic_engagement,middle_east_chokepoints,Diplomatic engagement intensity,20.0,17.0,critical (risk),0.0,0.0,12.0,10.2,0.0,0,buffering (inert)
russia_ukraine_war::escalation_risk,russia_ukraine_war,Systemic escalation risk,8.0,29.0,reactive (sensor),0.0,0.0,4.8,17.4,0.0,0,reactive (sensor)
russia_ukraine_war::transport_operability,russia_ukraine_war,Transport network operability,17.0,23.0,reactive (sensor),0.0,0.0,10.2,13.799999999999999,0.0,0,reactive (sensor)
ai_governance::talent_concentration,ai_governance,Talent concentration,21.0,23.0,buffering (inert),0.0,0.0,12.6,13.799999999999999,0.0,0,reactive (sensor)
ai_governance::deployment_incentives,ai_governance,Deployment incentives,28.0,23.0,active (lever),0.0,0.0,16.8,13.799999999999999,0.0,0,critical (risk)
russia_ukraine_war::alliance_cohesion,russia_ukraine_war,Security partnership cohesion,29.0,20.0,active (lever),0.0,0.0,17.4,12.0,0.0,0,active (lever)
russia_ukraine_war::humanitarian_capacity,russia_ukraine_war,Humanitarian response capacity,9.0,22.0,reactive (sensor),0.0,0.0,5.3999999999999995,13.2,0.0,0,reactive (sensor)
russia_ukraine_war::airspace_incident_rate,russia_ukraine_war,Airspace incident rate,22.0,10.0,active (lever),0.0,0.0,13.2,6.0,0.0,0,active (lever)
russia_ukraine_war::political_polarity,russia_ukraine_war,Political signaling polarity,16.0,22.0,reactive (sensor),0.0,0.0,9.6,13.2,0.0,0,reactive (sensor)
russia_ukraine_war::fuel_reserve_level,russia_ukraine_war,Fuel reserve level,17.0,23.0,reactive (sensor),0.0,0.0,10.2,13.799999999999999,0.0,0,reactive (sensor)
russia_ukraine_war::civilian_harm_rate,russia_ukraine_war,Civilian harm and displacement rate,16.0,26.0,reactive (sensor),0.0,0.0,9.6,15.6,0.0,0,reactive (sensor)
russia_ukraine_war::winter_energy_vuln,russia_ukraine_war,Seasonal energy vulnerability,12.0,19.0,buffering (inert),0.0,0.0,7.199999999999999,11.4,0.0,0,buffering (inert)
russia_ukraine_war::energy_damage_level,russia_ukraine_war,Energy infrastructure damage level,24.0,15.0,active (lever),0.0,0.0,14.399999999999999,9.0,0.0,0,active (lever)
russia_ukraine_war::transport_strike_rate,russia_ukraine_war,Transport infrastructure strike rate,25.0,15.0,active (lever),0.0,0.0,15.0,9.0,0.0,0,active (lever)
ai_governance::automation_adoption_rate,ai_governance,Automation adoption rate,23.0,29.0,critical (risk),0.0,0.0,13.799999999999999,17.4,0.0,0,critical (risk)
ai_governance::technical_transparency,ai_governance,Technical transparency,22.0,21.0,buffering (inert),0.0,0.0,13.2,12.6,0.0,0,critical (risk)
