node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_energy_shift::attack_incidence_rate,global_energy_shift,Maritime attack incidence rate,39.0,13.0,active (lever),9.600000000000001,6.8999999999999995,27.24,10.559999999999999,26.555725555162656,4,active (lever)
russia_ukraine_war::alliance_support_level,russia_ukraine_war,Alliance political support level,28.0,12.0,active (lever),8.55,6.8999999999999995,20.220000000000002,9.959999999999999,24.865815747106847,4,active (lever)
global_energy_shift::crude_price_level,global_energy_shift,Crude oil price level,22.0,34.0,critical (risk),6.15,7.800000000000001,15.66,23.52,22.4516588784557,4,critical (risk)
market_monetary_stress::inflation_expectations,market_monetary_stress,Inflation expectations,28.0,20.0,critical (risk),3.7,10.05,18.28,16.02,22.12977129596888,4,critical (risk)
russia_ukraine_war::strike_frequency,russia_ukraine_war,Military strike frequency,24.0,3.0,active (lever),5.05,7.300000000000001,16.419999999999998,4.720000000000001,19.87655821856114,4,active (lever)
market_monetary_stress::fiscal_financing_pressur,market_monetary_stress,Fiscal financing pressure,24.0,20.0,critical (risk),6.9,5.0,17.16,14.0,19.152311157965794,4,critical (risk)
russia_ukraine_war::fuel_supply_flow,russia_ukraine_war,Fuel supply flow,12.0,28.0,reactive (sensor),7.65,5.85,10.26,19.14,18.714973875118524,3,reactive (sensor)
russia_ukraine_war::energy_price_volatility,russia_ukraine_war,Energy market price volatility,7.0,26.0,reactive (sensor),5.3,5.499999999999999,6.32,17.8,17.381929454288283,4,reactive (sensor)
us_china_tech_rivalry::chip_production_capacity,us_china_tech_rivalry,Advanced chip production capacity,16.0,10.0,buffering (inert),6.000000000000001,4.6,12.0,7.84,17.060041871801467,4,active (lever)
iran_us_regional_war::proxy_activation_level,iran_us_regional_war,Proxy activation level,30.0,18.0,active (lever),7.05,3.5,20.82,12.2,16.97956997617976,4,active (lever)
iran_us_regional_war::military_engagement_rate,iran_us_regional_war,Military engagement intensity,30.0,27.0,critical (risk),6.300000000000001,3.7,20.52,17.68,16.094379124341003,4,critical (risk)
iran_us_regional_war::escalation_pressure,iran_us_regional_war,Escalation pressure,30.0,28.0,critical (risk),4.3,5.7,19.72,19.080000000000002,13.862943611198906,3,critical (risk)
