node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_iran_confront::military_tension,us_iran_confront,Military escalation intensity,34.0,6.0,active (lever),14.45,9.950000000000001,26.18,7.58,39.270285063392045,4,active (lever)
israel_region_escalation::strike_intensity,israel_region_escalation,Military strike intensity,37.0,28.0,critical (risk),12.2,6.15,27.08,19.26,29.53318569316574,4,critical (risk)
russia_ukraine_war::defense_supply_chain_flo,russia_ukraine_war,Defense supply chain flow,21.0,20.0,critical (risk),4.7,8.649999999999999,14.48,15.459999999999999,21.485996130995236,4,critical (risk)
eastasia_alliance_strain::military_drill_scope,eastasia_alliance_strain,Military drill scope,29.0,25.0,critical (risk),7.9,3.8,20.56,16.52,18.83042357547897,4,critical (risk)
israel_region_escalation::deployment_density,israel_region_escalation,Military deployment density,29.0,20.0,active (lever),3.8,8.100000000000001,18.919999999999998,15.24,16.496902897326702,3,critical (risk)
eastasia_alliance_strain::alliance_cohesion_level,eastasia_alliance_strain,Alliance cohesion level,30.0,27.0,critical (risk),2.8,7.45,19.12,19.18,16.49673860244953,4,critical (risk)
us_debt_bond_stress::government_bond_yields,us_debt_bond_stress,Government bond yields,21.0,35.0,critical (risk),3.9000000000000004,6.300000000000001,14.16,23.52,16.416266706827823,4,critical (risk)
eastasia_alliance_strain::escalation_propensity,eastasia_alliance_strain,Crisis escalation propensity,31.0,31.0,critical (risk),5.1000000000000005,4.4,20.639999999999997,20.36,15.289660168123953,4,critical (risk)
israel_region_escalation::diplomatic_engagement,israel_region_escalation,Diplomatic engagement,25.0,30.0,critical (risk),4.0,5.3,16.6,20.12,14.967772585637134,4,critical (risk)
us_iran_confront::perceived_supply_risk,us_iran_confront,Perceived supply disruption risk,19.0,23.0,critical (risk),2.5,5.1,12.4,15.84,12.231728134499162,4,critical (risk)
russia_ukraine_war::military_force_strength,russia_ukraine_war,Military force strength,23.0,24.0,critical (risk),3.8999999999999995,3.5999999999999996,15.36,15.839999999999998,10.397207708399177,3,critical (risk)
israel_region_escalation::deconflict_effectiveness,israel_region_escalation,Deconfliction mechanism effectiveness,27.0,34.0,critical (risk),4.6000000000000005,2.5,18.04,21.4,9.842689963951225,3,critical (risk)
us_debt_bond_stress::bond_market_liquidity,us_debt_bond_stress,Bond market liquidity,19.0,21.0,critical (risk),1.9500000000000002,3.8,12.18,14.12,9.254267996496077,4,critical (risk)
us_iran_confront::chokepoint_throughput,us_iran_confront,Chokepoint maritime throughput,34.0,16.0,active (lever),3.5999999999999996,2.7,21.84,10.68,8.73365447505531,3,active (lever)
russia_ukraine_war::public_financial_stress,russia_ukraine_war,Public financial stress,19.0,24.0,reactive (sensor),4.699999999999999,1.2,13.280000000000001,14.879999999999999,8.179136730607354,3,critical (risk)
eastasia_alliance_strain::diplomatic_signal_flow,eastasia_alliance_strain,Diplomatic signal flow,23.0,28.0,reactive (sensor),1.7999999999999998,3.9,14.52,18.36,7.901877858383375,3,critical (risk)
russia_ukraine_war::logistics_capacity,russia_ukraine_war,Logistics capacity,27.0,22.0,critical (risk),2.2,2.9,17.08,14.36,7.070101241711441,3,critical (risk)
us_iran_confront::oil_price_level,us_iran_confront,Oil price level,10.0,27.0,reactive (sensor),2.5999999999999996,3.3,7.04,17.52,6.481812503141847,2,reactive (sensor)
us_debt_bond_stress::net_capital_to_gov_bonds,us_debt_bond_stress,Net capital flows to government bonds,19.0,29.0,critical (risk),0.0,4.800000000000001,11.4,19.32,5.2733389856069275,2,reactive (sensor)
russia_ukraine_war::infrastructure_integrity,russia_ukraine_war,Infrastructure integrity,27.0,21.0,critical (risk),2.4000000000000004,0.0,17.16,12.6,2.6366694928034637,2,active (lever)
us_debt_bond_stress::sovereign_credit_spread,us_debt_bond_stress,Sovereign credit spread,19.0,24.0,critical (risk),2.4,0.0,12.36,14.399999999999999,2.6366694928034633,2,critical (risk)
us_debt_bond_stress::policy_balance_sheet,us_debt_bond_stress,Policy balance sheet size,27.0,14.0,active (lever),1.2,1.2,16.68,8.88,2.6366694928034633,2,active (lever)
eastasia_alliance_strain::great_power_rivalry,eastasia_alliance_strain,Great-power rivalry pressure,38.0,26.0,critical (risk),2.4000000000000004,0.0,23.76,15.6,1.663553233343869,1,critical (risk)
us_iran_confront::allied_coordination,us_iran_confront,Multilateral diplomatic coordination,17.0,6.0,active (lever),0.0,0.0,10.2,3.5999999999999996,0.0,0,buffering (inert)
us_iran_confront::oil_price_volatility,us_iran_confront,Oil price volatility,9.0,20.0,reactive (sensor),0.0,0.0,5.3999999999999995,12.0,0.0,0,buffering (inert)
