node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_china_strategic_rival::geopolitical_tension,us_china_strategic_rival,Geopolitical tension,38.0,26.0,critical (risk),10.799999999999999,7.5,27.12,18.6,29.452713797544032,4,critical (risk)
persian_gulf_conflict::escalation_intensity,persian_gulf_conflict,Escalation intensity,40.0,27.0,critical (risk),9.600000000000001,8.25,27.84,19.5,28.728466736948693,4,critical (risk)
ai_governance_and_race::model_capability_growth,ai_governance_and_race,Model capability growth,27.0,26.0,critical (risk),7.2,8.25,19.08,18.9,24.865815747106847,4,critical (risk)
global_energy_supply_sho::diesel_trade_flows,global_energy_supply_sho,International diesel trade volumes,18.0,28.0,critical (risk),6.6,7.65,13.44,19.86,22.934490252185928,4,critical (risk)
global_energy_supply_sho::chokepoint_congestion,global_energy_supply_sho,Maritime chokepoint congestion,20.0,6.0,active (lever),8.75,4.85,15.5,5.539999999999999,21.888355609103762,4,active (lever)
global_energy_supply_sho::diesel_price_level,global_energy_supply_sho,Diesel price level,16.0,30.0,critical (risk),6.000000000000001,7.45,12.0,20.98,21.64693992223865,4,reactive (sensor)
russia_ukraine_war::sanctions_enforcement,russia_ukraine_war,Sanctions enforcement pressure,27.0,17.0,critical (risk),9.899999999999999,2.4,20.16,11.16,19.79608632293943,4,active (lever)
ai_governance_and_race::security_incident_rate,ai_governance_and_race,Security incident rate,32.0,25.0,active (lever),7.05,4.700000000000001,22.02,16.88,18.910895471100677,4,critical (risk)
russia_ukraine_war::defense_production_rate,russia_ukraine_war,Defense production and procurement rate,18.0,25.0,critical (risk),5.8500000000000005,5.4,13.139999999999999,17.16,18.10617651488363,4,critical (risk)
persian_gulf_conflict::risk_premia_level,persian_gulf_conflict,Risk premia level,11.0,31.0,reactive (sensor),4.3500000000000005,5.8500000000000005,8.34,20.939999999999998,16.416266706827823,4,reactive (sensor)
russia_ukraine_war::supply_chain_strain,russia_ukraine_war,Logistics and supply chain strain,22.0,23.0,critical (risk),4.0,4.699999999999999,14.799999999999999,15.68,14.002109838176672,4,critical (risk)
russia_ukraine_war::drone_campaign_intensity,russia_ukraine_war,Drone and UAS campaign intensity,19.0,18.0,critical (risk),3.7,4.65,12.88,12.66,13.43880656882474,4,critical (risk)
us_china_strategic_rival::diplomatic_engagement,us_china_strategic_rival,Diplomatic engagement rate,26.0,22.0,active (lever),2.4,5.3,16.56,15.32,12.39267192574257,4,critical (risk)
us_china_strategic_rival::strategic_autonomy_push,us_china_strategic_rival,Strategic autonomy drive,27.0,29.0,critical (risk),4.5,3.9499999999999997,18.0,18.979999999999997,11.714187351463075,3,critical (risk)
persian_gulf_conflict::chokepoint_traffic_volum,persian_gulf_conflict,Chokepoint traffic volume,23.0,20.0,critical (risk),4.0,3.9499999999999997,15.399999999999999,13.58,11.02104017090313,3,critical (risk)
ai_governance_and_race::model_release_cadence,ai_governance_and_race,Model release cadence,32.0,26.0,critical (risk),1.3,6.55,19.72,18.22,10.88241073479114,3,critical (risk)
us_china_strategic_rival::semiconductor_capacity,us_china_strategic_rival,Semiconductor capacity flexibility,22.0,23.0,buffering (inert),1.4,5.1,13.76,15.84,10.461346430821651,4,critical (risk)
global_energy_supply_sho::refining_throughput,global_energy_supply_sho,Refining throughput,20.0,19.0,critical (risk),2.7,3.5999999999999996,13.08,12.84,10.139458848334831,4,critical (risk)
us_china_strategic_rival::tech_competition,us_china_strategic_rival,Technology competition pressure,29.0,28.0,critical (risk),2.4000000000000004,4.800000000000001,18.36,18.720000000000002,9.981319400063214,3,critical (risk)
ai_governance_and_race::regulatory_stringency,ai_governance_and_race,Regulatory stringency,34.0,27.0,critical (risk),2.5,4.55,21.4,18.02,7.745216635110173,2,critical (risk)
russia_ukraine_war::energy_flow_stability,russia_ukraine_war,Energy flow stability,16.0,20.0,reactive (sensor),4.1,2.55,11.24,13.02,7.305771719642929,2,reactive (sensor)
persian_gulf_conflict::trade_flow_loss_rate,persian_gulf_conflict,Trade flow loss rate,23.0,28.0,critical (risk),3.65,1.3,15.259999999999998,17.32,6.8621570875434585,3,critical (risk)
persian_gulf_conflict::diplomatic_engagement,persian_gulf_conflict,Diplomatic engagement intensity,24.0,25.0,critical (risk),2.3,2.6,15.319999999999999,16.04,5.383200214473739,2,critical (risk)
global_energy_supply_sho::diesel_inventories,global_energy_supply_sho,Global diesel inventories,12.0,30.0,critical (risk),3.35,0.0,8.54,18.0,3.6803511670381677,2,reactive (sensor)
ai_governance_and_race::safety_testing_rigor,ai_governance_and_race,Safety testing rigor,27.0,32.0,critical (risk),0.0,2.5,16.2,20.2,2.7465307216702746,2,critical (risk)
persian_gulf_conflict::reciprocal_attack_rate,persian_gulf_conflict,Reciprocal attack rate,28.0,22.0,critical (risk),0.0,0.0,16.8,13.2,0.0,0,critical (risk)
persian_gulf_conflict::bypass_logistics_capacit,persian_gulf_conflict,Bypass logistics capacity,18.0,15.0,buffering (inert),0.0,0.0,10.799999999999999,9.0,0.0,0,buffering (inert)
persian_gulf_conflict::blockade_effectiveness,persian_gulf_conflict,Blockade effectiveness,28.0,16.0,active (lever),0.0,0.0,16.8,9.6,0.0,0,active (lever)
persian_gulf_conflict::market_volatility,persian_gulf_conflict,Market volatility,7.0,26.0,reactive (sensor),0.0,0.0,4.2,15.6,0.0,0,reactive (sensor)
persian_gulf_conflict::hardline_rhetoric,persian_gulf_conflict,Hardline rhetoric level,17.0,12.0,buffering (inert),0.0,0.0,10.2,7.199999999999999,0.0,0,buffering (inert)
persian_gulf_conflict::deterrence_credibility,persian_gulf_conflict,Deterrence credibility,21.0,15.0,buffering (inert),0.0,0.0,12.6,9.0,0.0,0,buffering (inert)
persian_gulf_conflict::alliance_cohesion,persian_gulf_conflict,Regional alliance cohesion,24.0,17.0,active (lever),0.0,0.0,14.399999999999999,10.2,0.0,0,active (lever)
persian_gulf_conflict::humanitarian_crisis_sev,persian_gulf_conflict,Humanitarian crisis severity,8.0,21.0,reactive (sensor),0.0,0.0,4.8,12.6,0.0,0,buffering (inert)
