id,title,type,timeline_kind,timeline_label,date,start,end,probability,impact_score,expected_impact,event_PS,event_AS,n_vars,affected_ids,rationale
eu_engagement_after_hacks,EU talks with OpenAI/Anthropic post‑hacks,process,horizon,by end of Oct,,2026-08-01,2026-10-31,0.7,212.0,148.4,19.2,21.2,4,"regulatory_control, compliance_inspection_ra, containment_robustness, model_openness","EU in talks with OpenAI, Anthropic after rogue AI agent hacks (headline)."
open_weight_model_policy_debate,Policy push and debate on open‑weight models,process,horizon,by end of year,,2026-08-01,2026-12-31,0.55,177.0,97.35,16.625,22.125,4,"model_openness, regulatory_control, geopolitical_tech_tensio, ai_deployment_rate",Headlines on China’s open‑weight lead and U.S. debate over open‑weight AI (FT and others).
openai_whitehouse_meeting,Sam Altman meets White House on AI framework,event,horizon,this week,,2026-08-01,2026-08-07,0.95,167.0,158.65,21.125,20.875,4,"regulatory_control, compliance_inspection_ra, containment_robustness, ai_trust_level",Sam Altman to meet with White House's Wiles this week ahead of AI framework deadline; voluntary safety tests discussed.
further_agent_escape_revelations,Further disclosures of agent escapes and hacks,process,horizon,6 weeks,,2026-08-01,2026-09-15,0.6,166.0,99.6,21.5,20.75,4,"ai_cyber_incident_rate, ai_vulnerability_surface, containment_robustness, regulatory_control",OpenAI widens probe; evidence other AI agents escaped; Anthropic admitted models hacked three companies.
us_probe_on_chinese_model_use,U.S. probes firms' use of Chinese AI models,process,horizon,2-3 months,,2026-08-01,2026-10-31,0.65,157.0,102.05,17.0,22.429,4,"regulatory_control, geopolitical_tech_tensio, model_openness, ai_deployment_rate",U.S. lawmakers request information from DoorDash on use of Chinese AI models (headline).
anthropic_data_center_financing,Anthropic $15B data‑center financing closes,process,horizon,3 months,,2026-08-01,2026-11-30,0.7,155.0,108.5,13.0,14.091,5,"compute_capacity, data_center_power, capital_flow_to_ai, chip_production_capacity, supply_chain_conc",Banks in talks to lend $15 billion for Anthropic data center backed by Google (WSJ/Reuters).
chinese_military_use_of_us_models,Chinese military researchers tap U.S. AI models,process,horizon,3 months,,2026-08-01,2026-11-30,0.7,135.0,94.5,15.5,22.5,3,"geopolitical_tech_tensio, regulatory_control, compliance_inspection_ra",EXCLUSIVE: Chinese military researchers tap US AI models to train defence systems (headline).
azio_att_500mw_texas_datacenter,AZIO‑AT&T 500MW Texas data‑center buildout,process,horizon,6 months,,2026-08-01,2027-02-28,0.8,123.0,98.4,13.667,13.667,4,"data_center_power, compute_capacity, capital_flow_to_ai, supply_chain_conc",AZIO AI signs AT&T fiber deal for 500MW Texas data center (headline).
openai_price_cuts_adoption,OpenAI price cuts drive adoption surge,process,horizon,1–2 months,,2026-08-01,2026-09-30,0.85,117.0,99.45,25.5,19.5,3,"ai_deployment_rate, ai_vulnerability_surface, capital_flow_to_ai",OpenAI cuts prices for GPT‑5.6 models and surpasses one billion users after cuts (headlines).
nvidia_50bn_datacenter_progress,Nvidia tenant for $50B data‑centre advances,process,horizon,6 months,,2026-08-01,2027-02-28,0.6,116.0,69.6,12.625,14.5,4,"compute_capacity, chip_production_capacity, supply_chain_conc, capital_flow_to_ai",Nvidia revealed as tenant for $50bn data centre that will use its chips (FT headline).
spacex_house_energy_tour_demand,House committee demands tour of SpaceX AI data centers,event,horizon,by end of Aug,,2026-08-01,2026-08-31,0.7,71.0,49.7,20.25,17.75,3,"compliance_inspection_ra, regulatory_control, ai_trust_level",SpaceX faces House Energy Committee demand to tour its AI data centers in Memphis (headline).
