node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
hormuz_standoff::maritime_attack_rate,hormuz_standoff,Maritime and proxy attack rate,36.0,30.0,critical (risk),9.4,10.499999999999998,25.36,22.2,32.027814457438595,4,critical (risk)
us_china_tech_rivalry::export_control_intensity,us_china_tech_rivalry,Export control intensity,33.0,15.0,active (lever),12.4,7.35,24.76,11.94,31.78639877057348,4,active (lever)
currency_activism_shocks::net_capital_flows,currency_activism_shocks,Net cross-border capital flows,26.0,24.0,critical (risk),7.05,8.4,18.42,17.759999999999998,24.865815747106847,4,critical (risk)
currency_activism_shocks::market_volatility_level,currency_activism_shocks,Market volatility level,25.0,29.0,critical (risk),6.000000000000001,8.3,17.4,20.72,23.014962147807637,4,critical (risk)
russia_ukraine_war::sanctions_enforcement,russia_ukraine_war,Sanctions enforcement strength,31.0,23.0,active (lever),11.100000000000001,3.1999999999999997,23.04,15.079999999999998,23.014962147807637,4,critical (risk)
ai_governance_crisis::capital_investment_flow,ai_governance_crisis,Capital investment flow,31.0,28.0,critical (risk),5.55,8.25,20.819999999999997,20.1,22.210243191590585,4,critical (risk)
ai_governance_crisis::exploit_incident_rate,ai_governance_crisis,Exploit incident rate,34.0,24.0,active (lever),7.8,3.6000000000000005,23.52,15.84,18.347592201748743,4,critical (risk)
currency_activism_shocks::fx_interv_intensity,currency_activism_shocks,FX intervention intensity,19.0,21.0,buffering (inert),4.3999999999999995,6.6,13.16,15.24,17.703817036775103,4,reactive (sensor)
ai_governance_crisis::regulatory_scrutiny,ai_governance_crisis,Regulatory scrutiny intensity,34.0,29.0,critical (risk),4.949999999999999,5.3,22.38,19.52,16.49673860244953,4,critical (risk)
russia_ukraine_war::logistics_disruption_rat,russia_ukraine_war,Logistics disruption rate,32.0,25.0,critical (risk),5.5,4.199999999999999,21.4,16.68,15.611547750610772,4,critical (risk)
ai_governance_crisis::model_autonomy_level,ai_governance_crisis,Model autonomy level,31.0,28.0,critical (risk),6.45,4.6499999999999995,21.18,18.66,15.387867408430784,3,critical (risk)
russia_ukraine_war::unmanned_weapons_rate,russia_ukraine_war,Unmanned weapon deployment rate,24.0,29.0,reactive (sensor),5.85,4.85,16.74,19.34,14.833349663982828,3,critical (risk)
hormuz_standoff::blockade_effectiveness,hormuz_standoff,Blockade effectiveness,29.0,27.0,critical (risk),6.5,1.7999999999999998,20.0,16.919999999999998,13.358334673203034,4,critical (risk)
russia_ukraine_war::munitions_stock_level,russia_ukraine_war,Munitions stock level,22.0,32.0,reactive (sensor),2.5,5.55,14.2,21.419999999999998,11.15966960701512,3,critical (risk)
us_china_tech_rivalry::onshoring_share,us_china_tech_rivalry,Onshoring share of production,23.0,33.0,reactive (sensor),1.4,5.4,14.36,21.96,10.944177804551883,4,critical (risk)
russia_ukraine_war::alliance_cohesion_index,russia_ukraine_war,Alliance cohesion,33.0,22.0,active (lever),3.5999999999999996,3.8,21.240000000000002,14.719999999999999,10.25857827228719,3,active (lever)
us_china_tech_rivalry::private_investment_flow,us_china_tech_rivalry,Private investment flow,29.0,34.0,critical (risk),0.0,7.35,17.4,23.34,10.189263554231195,3,critical (risk)
hormuz_standoff::oil_price_volatility,hormuz_standoff,Oil price volatility,22.0,25.0,critical (risk),5.7,2.4000000000000004,15.48,15.96,8.89875953821169,2,critical (risk)
us_china_tech_rivalry::semiconductor_capacity,us_china_tech_rivalry,Semiconductor production capacity,24.0,36.0,reactive (sensor),3.3,3.0,15.719999999999999,22.799999999999997,8.73365447505531,3,critical (risk)
ai_governance_crisis::enterprise_adoption_rate,ai_governance_crisis,Enterprise adoption rate,29.0,31.0,critical (risk),1.2,3.9,17.88,20.159999999999997,7.070101241711441,3,critical (risk)
us_china_tech_rivalry::ai_compute_demand,us_china_tech_rivalry,AI compute demand,27.0,29.0,critical (risk),1.2,3.6000000000000005,16.68,18.84,5.2733389856069275,2,critical (risk)
hormuz_standoff::shipping_throughput,hormuz_standoff,Shipping traffic throughput,21.0,23.0,critical (risk),0.0,3.6999999999999997,12.6,15.28,5.129289136143595,3,reactive (sensor)
currency_activism_shocks::pol_pressure_monetary,currency_activism_shocks,Political pressure on monetary authority,22.0,24.0,critical (risk),1.2,3.35,13.68,15.739999999999998,4.998685913439899,2,reactive (sensor)
hormuz_standoff::supply_disruption_risk,hormuz_standoff,Oil supply disruption risk,29.0,28.0,critical (risk),3.1999999999999997,0.0,18.68,16.8,3.515559323737951,2,critical (risk)
currency_activism_shocks::rate_hike_expectations,currency_activism_shocks,Monetary policy rate expectations,20.0,27.0,critical (risk),2.8,0.0,13.12,16.2,3.076114408270707,2,reactive (sensor)
hormuz_standoff::concession_demand_level,hormuz_standoff,Political concession demand,19.0,21.0,buffering (inert),0.0,0.0,11.4,12.6,0.0,0,buffering (inert)
hormuz_standoff::negotiation_intensity,hormuz_standoff,Diplomatic negotiation intensity,20.0,23.0,reactive (sensor),0.0,0.0,12.0,13.799999999999999,0.0,0,buffering (inert)
hormuz_standoff::shipping_insurance_costs,hormuz_standoff,Shipping insurance costs,21.0,22.0,critical (risk),0.0,0.0,12.6,13.2,0.0,0,buffering (inert)
hormuz_standoff::military_deploy_density,hormuz_standoff,Military deployment density,17.0,17.0,buffering (inert),0.0,0.0,10.2,10.2,0.0,0,buffering (inert)
hormuz_standoff::information_flow_clarity,hormuz_standoff,Clarity of information and signaling,19.0,16.0,buffering (inert),0.0,0.0,11.4,9.6,0.0,0,buffering (inert)
hormuz_standoff::defence_integration_leve,hormuz_standoff,Regional defence integration,14.0,13.0,buffering (inert),0.0,0.0,8.4,7.8,0.0,0,buffering (inert)
