node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_oil_reordering::oil_export_flow,global_oil_reordering,Oil export flow,19.0,30.0,reactive (sensor),9.75,14.1,15.3,23.64,38.385094211553294,4,critical (risk)
us_china_strategic_rival::geo_tech_tension,us_china_strategic_rival,Geopolitical technology tension,27.0,23.0,buffering (inert),11.2,8.75,20.68,17.299999999999997,32.1082863530603,4,critical (risk)
us_iran_gulf_escalation::kinetic_engagement,us_iran_gulf_escalation,Kinetic engagement intensity,39.0,8.0,active (lever),13.15,5.8,28.66,7.119999999999999,30.498848440626197,4,active (lever)
global_bond_repricing::cross_border_flows,global_bond_repricing,Cross-border capital flows,22.0,26.0,critical (risk),7.95,8.350000000000001,16.38,18.94,26.233837972675836,4,critical (risk)
russia_ukraine_war::sanctions_financial,russia_ukraine_war,Sanctions financial pressure,26.0,24.0,critical (risk),10.3,5.85,19.72,16.74,25.99242228581072,4,critical (risk)
global_oil_reordering::legal_sanctions_regime_s,global_oil_reordering,Legal/sanctions regime strength,35.0,18.0,active (lever),7.95,7.500000000000001,24.18,13.799999999999999,24.86581574710685,4,critical (risk)
global_bond_repricing::long_term_yield_level,global_bond_repricing,Long-term government yield level,24.0,35.0,critical (risk),5.8,9.649999999999999,16.72,24.86,24.865815747106847,4,critical (risk)
global_oil_reordering::geopolitical_conflict_in,global_oil_reordering,Geopolitical conflict intensity,36.0,21.0,active (lever),7.699999999999999,3.75,24.68,14.1,18.42806409737045,4,critical (risk)
global_bond_repricing::market_liquidity,global_bond_repricing,Market liquidity,21.0,25.0,critical (risk),5.0,5.199999999999999,14.6,17.08,16.416266706827823,4,critical (risk)
russia_ukraine_war::military_procurement_rat,russia_ukraine_war,Military procurement rate,18.0,29.0,reactive (sensor),2.4,8.7,11.759999999999998,20.88,15.387867408430784,3,reactive (sensor)
us_china_strategic_rival::ai_infra_concentration,us_china_strategic_rival,AI infrastructure market concentration,33.0,27.0,critical (risk),3.5999999999999996,5.199999999999999,21.240000000000002,18.279999999999998,14.16305362942008,4,critical (risk)
us_iran_gulf_escalation::vessel_transit_rate,us_iran_gulf_escalation,Maritime vessel transit rate,21.0,30.0,critical (risk),2.4,6.0,13.559999999999999,20.4,13.519278464446442,4,critical (risk)
russia_ukraine_war::coordination_info_sharin,russia_ukraine_war,Coordination and information sharing,26.0,26.0,critical (risk),4.0,4.65,17.2,17.46,11.991446223687054,3,critical (risk)
us_iran_gulf_escalation::mine_incident_rate,us_iran_gulf_escalation,Maritime mine incident rate,35.0,7.0,active (lever),3.7,2.7,22.48,5.28,10.300402639578243,4,active (lever)
us_china_strategic_rival::compute_capacity,us_china_strategic_rival,Compute capacity stock,30.0,30.0,critical (risk),1.2,6.200000000000001,18.48,20.48,10.258578272287192,3,critical (risk)
russia_ukraine_war::kinetic_attack_intensity,russia_ukraine_war,Kinetic attack intensity,34.0,21.0,active (lever),4.1,1.2,22.04,13.08,8.530020935900732,4,active (lever)
us_iran_gulf_escalation::crude_throughput_rate,us_iran_gulf_escalation,Crude oil throughput rate,19.0,29.0,critical (risk),3.4999999999999996,1.4,12.8,17.959999999999997,6.792842369487463,3,reactive (sensor)
russia_ukraine_war::drone_attack_frequency,russia_ukraine_war,Drone attack frequency,29.0,24.0,critical (risk),2.4,2.4,18.36,15.36,6.654212933375475,3,critical (risk)
global_bond_repricing::policy_rate_level,global_bond_repricing,Policy short-term rate level,28.0,12.0,active (lever),4.0,0.0,18.400000000000002,7.199999999999999,5.545177444479562,3,active (lever)
us_china_strategic_rival::financial_exposure_ai,us_china_strategic_rival,Financial exposure to AI-linked assets,21.0,33.0,reactive (sensor),0.0,3.9999999999999996,12.6,21.400000000000002,5.545177444479561,3,reactive (sensor)
