id,title,type,timeline_kind,timeline_label,date,start,end,probability,impact_score,expected_impact,event_PS,event_AS,n_vars,affected_ids,rationale
strikes_on_logistics_and_storage,Continued strikes on Ukrainian logistics and food storage,process,horizon,weeks-months,,2026-08-28,2026-10-31,0.9,147.0,132.3,13.333,16.333,3,"kinetic_attack_intensity, civilian_infra_vuln, logistics_resilience",Headlines: Russia devastates Ukrainian food storage; Russian strike on ammunition depot kills dozens
pentagon_nato_review_nov6,Pentagon/NATO review delivering troop options by Nov 6,event,date,2026-11-06,2026-11-06,,,0.85,130.0,110.5,21.429,18.571,3,"defensive_posture_level, alliance_cohesion, escalation_risk_perc",Exclusive: Pentagon's NATO review preparing troop options for Hegseth by November 6
russian_grayzone_campaign_europe,Expanded Russian gray‑zone campaign across Europe,process,horizon,1-10 weeks,,2026-08-30,2026-10-31,0.85,114.0,96.9,14.5,19.0,3,"grayzone_attack_freq, info_warfare_intensity, alliance_cohesion",Headlines: Russia steps up ’gray zone’ attacks across Europe; Russia Is Bombarding Europe With a New Wave of ‘Gray Zone’ Attacks
sweden_deploys_to_finland,Sweden deploys fighter jets and warships to Finland,process,horizon,days-weeks,,2026-08-28,2026-09-15,0.9,114.0,102.6,21.333,19.0,3,"defensive_posture_level, alliance_cohesion, escalation_risk_perc","Headline: Sweden to deploy fighter jets, warships to Finland"
ukraine_defence_plan_outline,Ukraine defence chief to outline war plan,event,horizon,days-weeks,,2026-08-30,2026-09-15,0.8,94.0,75.2,19.4,18.8,3,"weapons_transfer_rate, alliance_cohesion, domestic_polit_pressure",Headline: Ukraine defence chief to outline war plan as Kyiv seeks more funds
baltic_drone_defence_taskforce,Baltic Sea drone defence task force formation,process,horizon,weeks-months,,2026-08-28,2026-11-30,0.7,91.0,63.7,18.0,18.2,3,"defensive_posture_level, alliance_cohesion, defense_industry_cap","Headline: Baltic Sea nations plan drone defence task force, Germany says"
eu_revive_frozen_assets_drive,EU push to repurpose frozen Russian assets for Ukraine,process,horizon,months,,2026-08-28,2026-12-31,0.75,80.0,60.0,13.5,13.333,3,"frozen_asset_pressure, economic_coercion, domestic_polit_pressure",Multiple headlines: EU states revive plan to use frozen Russian assets; fresh EU push reported
sept_technical_talks_ukr_rus,Possible Ukraine–Russia technical talks in September,event,horizon,September,,2026-09-01,2026-09-30,0.6,61.0,36.6,16.0,15.25,2,"intel_dip_contact_rate, escalation_risk_perc",Zelenskiy's aide: talks may be possible in September; CIA director met Russian spy chief in Moscow
tur_sa_pak_defence_meeting,First defence pact meeting: Turkey–Saudi–Pakistan,event,horizon,by end of September,,2026-08-30,2026-09-30,0.6,39.0,23.4,19.5,19.5,2,"alliance_cohesion, weapons_transfer_rate","Headline: Turkey, Saudi Arabia, Pakistan to hold first defence pact meeting, source says"
ukraine_defence_tech_fund_drive,Ukraine defence tech fund investment push,process,horizon,months,,2026-08-30,2026-12-31,0.7,32.0,22.4,12.667,10.667,2,"defense_industry_cap, weapons_transfer_rate",Headlines: Ukraine’s ex-defence minister touts planned tech fund; seeks U.S. investment
