node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_china_rivalry::export_control_intensity,us_china_rivalry,Export control intensity,31.0,17.0,active (lever),8.14,7.45,21.855999999999998,13.18,25.091137054847625,4,critical (risk)
iran_hormuz_standoff::maritime_incident_rate,iran_hormuz_standoff,Maritime incident occurrence rate,35.0,12.0,active (lever),7.249999999999999,7.8,23.9,10.32,24.222040582133207,4,active (lever)
russia_ukraine_blacksea::drone_strike_rate,russia_ukraine_blacksea,Drone/missile strike intensity,36.0,6.0,active (lever),8.5,6.4,25.0,6.16,23.980624895268093,4,active (lever)
allied_arms_reshaping::exec_directive_intensity,allied_arms_reshaping,Executive directive intensity,26.0,15.0,active (lever),7.2,6.700000000000001,18.48,11.68,22.371186982833997,4,active (lever)
us_china_rivalry::supply_diversification,us_china_rivalry,Supply‑chain diversification,21.0,33.0,reactive (sensor),3.6000000000000005,9.850000000000001,14.04,23.740000000000002,21.646939922238655,4,critical (risk)
allied_arms_reshaping::deployment_tempo,allied_arms_reshaping,Deployment tempo,25.0,20.0,critical (risk),4.800000000000001,8.4,16.92,15.36,21.244580444130126,4,critical (risk)
israel_lebanon_conflict::crossborder_incidents,israel_lebanon_conflict,Cross-border incident frequency,25.0,17.0,active (lever),7.1,5.7,17.84,12.48,20.600805279156486,4,critical (risk)
allied_arms_reshaping::operational_readiness,allied_arms_reshaping,Operational readiness level,16.0,24.0,critical (risk),3.9,6.6,11.16,17.04,16.89909808055805,4,reactive (sensor)
allied_arms_reshaping::procurement_priority,allied_arms_reshaping,Procurement priority orientation,22.0,22.0,critical (risk),2.9,6.35,14.36,15.739999999999998,14.887300690015428,4,critical (risk)
iran_hormuz_standoff::rerouted_trade_flow,iran_hormuz_standoff,Volume of trade rerouted,24.0,21.0,critical (risk),3.6999999999999997,6.200000000000001,15.879999999999999,15.08,13.724314175086917,3,critical (risk)
israel_lebanon_conflict::diplomatic_pressure,israel_lebanon_conflict,External diplomatic pressure,27.0,27.0,critical (risk),4.85,4.04,18.14,17.816,12.324156870355829,3,critical (risk)
iran_hormuz_standoff::oil_export_strait,iran_hormuz_standoff,Oil export flow through strait,27.0,28.0,critical (risk),4.9,2.3,18.16,17.72,11.587952969525523,4,critical (risk)
russia_ukraine_blacksea::maritime_throughput,russia_ukraine_blacksea,Maritime traffic throughput,13.0,25.0,critical (risk),5.8500000000000005,2.4,10.14,15.96,11.436928479239096,3,reactive (sensor)
us_china_rivalry::tech_investment_flow,us_china_rivalry,High‑tech investment flow,26.0,29.0,critical (risk),3.7,3.8000000000000003,17.08,18.919999999999998,10.39720770839918,3,critical (risk)
israel_lebanon_conflict::military_operations,israel_lebanon_conflict,Intensity of military operations,30.0,22.0,critical (risk),2.7,4.3999999999999995,19.08,14.959999999999999,9.842689963951223,3,critical (risk)
allied_arms_reshaping::regional_security_tensio,allied_arms_reshaping,Regional security tension,25.0,7.0,active (lever),6.4,0.0,17.560000000000002,4.2,8.8722839111673,3,active (lever)
