node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_financial_stress::implied_volatility,global_financial_stress,Implied volatility,18.0,27.0,critical (risk),5.4,8.25,12.959999999999999,19.5,21.968827504725468,4,critical (risk)
global_financial_stress::market_liquidity,global_financial_stress,Market liquidity,19.0,20.0,critical (risk),6.8999999999999995,4.5,14.16,13.8,18.34759220174874,4,critical (risk)
us_china_tech_rivalry::infrastructure_centraliz,us_china_tech_rivalry,Infrastructure centralization,31.0,24.0,active (lever),4.699999999999999,6.2,20.479999999999997,16.88,17.54287324553169,4,critical (risk)
us_iran_escalation::shipping_disruption_rate,us_iran_escalation,Shipping logistics disruption rate,25.0,15.0,active (lever),6.2,3.7,17.48,10.48,15.933435333097593,4,active (lever)
us_venezuelan_oil::investor_risk_perception,us_venezuelan_oil,Investor risk perception,18.0,33.0,reactive (sensor),2.25,7.199999999999999,11.7,22.68,15.209188272502246,4,reactive (sensor)
russia_ukraine_war::arms_transfer_volume,russia_ukraine_war,Arms transfer volume,20.0,27.0,reactive (sensor),2.3,7.05,12.92,19.02,15.048244481258838,4,critical (risk)
us_iran_escalation::military_engagement,us_iran_escalation,Military engagement intensity,37.0,13.0,active (lever),7.95,1.2,25.38,8.28,14.726356898772018,4,active (lever)
russia_ukraine_war::kin_strike_intensity,russia_ukraine_war,Kinetic strike intensity,32.0,27.0,critical (risk),7.500000000000001,1.4,22.2,16.759999999999998,14.323997420663494,4,critical (risk)
us_china_tech_rivalry::market_concentration_ai,us_china_tech_rivalry,Market concentration in AI services,33.0,26.0,critical (risk),7.3,1.4,22.72,16.16,14.002109838176672,4,critical (risk)
us_china_tech_rivalry::investment_flow_ai,us_china_tech_rivalry,Investment flow into AI,31.0,31.0,critical (risk),1.2,7.199999999999999,19.08,21.479999999999997,13.51927846444644,4,critical (risk)
us_venezuelan_oil::extraction_production_ra,us_venezuelan_oil,Extraction production rate,23.0,28.0,critical (risk),5.9,2.4,16.16,17.76,13.358334673203034,4,critical (risk)
us_iran_escalation::global_oil_price,us_iran_escalation,Global oil price level,12.0,25.0,reactive (sensor),4.35,5.2,8.94,17.08,13.239111148694956,3,reactive (sensor)
global_financial_stress::policy_rate_expectations,global_financial_stress,Policy rate expectations,18.0,20.0,critical (risk),3.8999999999999995,3.45,12.36,13.38,11.829368656390637,4,critical (risk)
russia_ukraine_war::defense_spend_share,russia_ukraine_war,Defense spending share of GDP,25.0,21.0,active (lever),3.75,3.3,16.5,13.92,9.773375245895227,3,critical (risk)
russia_ukraine_war::defense_coop_depth,russia_ukraine_war,Defense cooperation depth,28.0,24.0,critical (risk),3.6999999999999997,2.4,18.28,15.36,8.456395602831332,3,critical (risk)
