node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_bond_shock::nominal_long_yield,global_bond_shock,Nominal long-term yield,20.0,36.0,reactive (sensor),10.1,9.05,16.04,25.22,30.820736023113017,4,critical (risk)
energy_supply_shift::tanker_traffic_vol,energy_supply_shift,Tanker traffic volume,13.0,25.0,reactive (sensor),3.4999999999999996,8.850000000000001,9.2,18.54,19.87655821856114,4,reactive (sensor)
energy_supply_shift::perceived_supply_risk,energy_supply_shift,Perceived supply risk,21.0,28.0,critical (risk),4.7,7.550000000000001,14.48,19.82,19.71561442731773,4,critical (risk)
china_tech_push::chip_prod_capacity,china_tech_push,Specialized chip production capacity,13.0,14.0,critical (risk),5.25,6.9,9.9,11.16,19.55467063607432,4,buffering (inert)
china_tech_push::ai_investment_rate,china_tech_push,AI capital investment rate,23.0,22.0,critical (risk),3.6,8.5,15.239999999999998,16.6,19.474198740452614,4,critical (risk)
us_iran_hostilities::maritime_flow_disruption,us_iran_hostilities,Maritime flow disruption,27.0,7.0,active (lever),7.800000000000001,3.9000000000000004,19.32,5.760000000000001,18.830423575478974,4,active (lever)
global_bond_shock::market_liquidity_bonds,global_bond_shock,Market liquidity in bond markets,19.0,24.0,reactive (sensor),4.65,6.35,13.260000000000002,16.939999999999998,17.703817036775103,4,critical (risk)
energy_supply_shift::maritime_incident_rate,energy_supply_shift,Maritime interdiction incident rate,20.0,6.0,active (lever),6.300000000000001,4.5,14.52,5.3999999999999995,17.381929454288283,4,active (lever)
us_iran_hostilities::sanctions_pressure_level,us_iran_hostilities,Sanctions pressure level,25.0,8.0,active (lever),6.4,3.5999999999999996,17.560000000000002,6.24,16.094379124341003,4,active (lever)
energy_supply_shift::fuel_price_level,energy_supply_shift,Fuel price level,16.0,28.0,critical (risk),5.8500000000000005,4.05,11.94,18.42,15.933435333097593,4,critical (risk)
global_bond_shock::cross_border_capflow_rat,global_bond_shock,Cross-border capital flow rate,22.0,29.0,critical (risk),6.9,2.7,15.959999999999999,18.479999999999997,15.450603959367365,4,critical (risk)
us_iran_hostilities::oil_price_level,us_iran_hostilities,Oil price level,13.0,22.0,critical (risk),5.1,5.2,9.84,15.28,14.278831919534873,3,reactive (sensor)
russia_ukraine_war::cross_border_incidents,russia_ukraine_war,Cross-border incident frequency,31.0,26.0,critical (risk),5.25,3.6000000000000005,20.7,17.04,14.24352552504179,4,critical (risk)
