node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
iran_gulf_offensive::conflict_intensity,iran_gulf_offensive,Conflict intensity,40.0,14.0,active (lever),9.45,6.3999999999999995,27.78,10.96,25.509590912080487,4,critical (risk)
ai_tech_power_shift::ai_capability_level,ai_tech_power_shift,AI capability level,24.0,19.0,active (lever),6.9,8.9,17.16,14.96,25.429119016458785,4,critical (risk)
global_monetary_tighteni::investor_risk_appetite,global_monetary_tighteni,Investor risk appetite,18.0,21.0,critical (risk),6.25,8.9,13.299999999999999,16.16,24.38298437337662,4,critical (risk)
us_china_strategic_rival::security_tension,us_china_strategic_rival,Security tension,37.0,24.0,active (lever),8.55,6.200000000000001,25.62,16.88,23.739209208402983,4,critical (risk)
global_monetary_tighteni::market_liquidity,global_monetary_tighteni,Market liquidity conditions,12.0,20.0,critical (risk),5.9,7.050000000000001,9.559999999999999,14.82,20.8422209660216,4,reactive (sensor)
russia_west_confrontatio::sanctions_severity,russia_west_confrontatio,Sanctions severity,18.0,9.0,critical (risk),8.3,3.3999999999999995,14.12,6.76,18.83042357547897,4,active (lever)
russia_west_confrontatio::alliance_cohesion,russia_west_confrontatio,Alliance cohesion,9.0,12.0,reactive (sensor),4.6,6.699999999999999,7.239999999999999,9.879999999999999,18.18664841050533,4,buffering (inert)
global_monetary_tighteni::policy_rate_level,global_monetary_tighteni,Policy interest rate level,28.0,8.0,active (lever),5.0,5.949999999999999,18.8,7.18,17.623345141153397,4,active (lever)
ai_tech_power_shift::model_deployment_rate,ai_tech_power_shift,Model deployment rate,25.0,32.0,critical (risk),3.6999999999999997,6.700000000000001,16.48,21.88,16.738154289314643,4,critical (risk)
russia_west_confrontatio::trade_disruption_level,russia_west_confrontatio,Trade disruption level,12.0,21.0,critical (risk),4.1,5.9,8.84,14.96,16.094379124341003,4,reactive (sensor)
iran_gulf_offensive::maritime_accessibility,iran_gulf_offensive,Maritime route accessibility,23.0,15.0,critical (risk),7.4,2.2,16.759999999999998,9.88,15.450603959367365,4,active (lever)
iran_gulf_offensive::energy_shipment_flow,iran_gulf_offensive,Energy shipment flow,19.0,25.0,critical (risk),6.95,2.5,14.18,16.0,15.209188272502246,4,critical (risk)
ai_tech_power_shift::regulatory_action_rate,ai_tech_power_shift,Regulatory action rate,27.0,25.0,critical (risk),3.8499999999999996,6.25,17.74,17.5,14.001573047310893,3,critical (risk)
