node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_energy_supply_sho::geo_political_tension,global_energy_supply_sho,Geopolitical tension level,30.0,1.0,active (lever),12.3,7.700000000000001,22.92,3.6800000000000006,32.18875824868201,4,active (lever)
global_ai_race_and_gover::security_incident_rate,global_ai_race_and_gover,Security incident rate,29.0,21.0,active (lever),10.4,7.4,21.56,15.56,28.647994841326987,4,critical (risk)
us_china_strategic_compe::export_control_stringenc,us_china_strategic_compe,Export control stringency,26.0,25.0,critical (risk),7.05,8.55,18.42,18.42,25.107231433971968,4,critical (risk)
middle_east_iran_houthis::maritime_disruption_leve,middle_east_iran_houthis,Maritime trade disruption level,27.0,22.0,critical (risk),7.800000000000001,7.6000000000000005,19.32,16.24,24.78534385148515,4,critical (risk)
global_energy_supply_sho::crossborder_trade_flow,global_energy_supply_sho,Cross-border trade flow volumes,23.0,33.0,critical (risk),5.0,9.15,15.799999999999999,23.46,22.77354646094252,4,critical (risk)
middle_east_iran_houthis::kinetic_attack_intensity,middle_east_iran_houthis,Kinetic attack intensity,37.0,25.0,critical (risk),6.05,6.800000000000001,24.619999999999997,17.72,20.68127717477819,4,critical (risk)
russia_ukraine_war::military_intensity,russia_ukraine_war,Military engagement intensity,34.0,13.0,active (lever),5.1000000000000005,6.9,22.439999999999998,10.56,19.313254949209202,4,active (lever)
global_ai_race_and_gover::deployment_scale,global_ai_race_and_gover,Deployment scale,28.0,30.0,critical (risk),6.699999999999999,4.95,19.48,19.98,18.749951679857265,4,critical (risk)
us_china_strategic_compe::strategic_trust,us_china_strategic_compe,Strategic trust level,36.0,30.0,critical (risk),2.4,7.7,22.56,21.08,16.25532291558441,4,critical (risk)
russia_ukraine_war::sanctions_pressure,russia_ukraine_war,Sanctions and restrictions pressure,21.0,19.0,critical (risk),7.65,3.75,15.66,12.9,15.803755716766753,3,critical (risk)
russia_ukraine_war::arms_transfer_volume,russia_ukraine_war,Arms transfer volume,19.0,15.0,critical (risk),5.0,4.799999999999999,13.4,10.92,15.772491541854182,4,active (lever)
russia_ukraine_war::alliance_cohesion,russia_ukraine_war,Alliance cohesion,18.0,22.0,critical (risk),3.8999999999999995,5.75,12.36,15.5,15.531075854989066,4,reactive (sensor)
