node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
iran_gulf_escalation::maritime_trade_disruptio,iran_gulf_escalation,Maritime trade disruption,19.0,17.0,critical (risk),9.95,9.200000000000001,15.38,13.879999999999999,30.820736023113017,4,critical (risk)
us_china_trade_tech::export_control_level,us_china_trade_tech,Export control stringency,32.0,20.0,active (lever),6.9,10.25,21.96,16.1,27.601860198244818,4,critical (risk)
russia_ukraine_war::energy_infra_disruption,russia_ukraine_war,Energy infrastructure disruption,21.0,15.0,active (lever),10.149999999999999,4.95,16.66,10.98,24.30251247775491,4,active (lever)
ai_governance_militar::model_capability_level,ai_governance_militar,Model capability level,33.0,26.0,critical (risk),5.299999999999999,8.2,21.92,18.88,21.72741181786035,4,critical (risk)
energy_supply_shock::crude_export_flow,energy_supply_shock,Crude export flow,20.0,36.0,critical (risk),6.000000000000001,6.55,14.4,24.22,20.19844580104796,4,critical (risk)
ai_governance_militar::cyberattack_frequency,ai_governance_militar,Cyberattack frequency,30.0,22.0,active (lever),8.55,4.0,21.42,14.799999999999999,20.19844580104796,4,critical (risk)
energy_supply_shock::fuel_price_level,energy_supply_shock,Liquid fuel price level,23.0,38.0,critical (risk),7.2,4.6,16.68,24.64,18.991367366722386,4,critical (risk)
energy_supply_shock::pipeline_transit_rate,energy_supply_shock,Pipeline transit flow rate,22.0,31.0,critical (risk),7.05,5.25,16.02,20.7,17.051420641774655,3,critical (risk)
russia_ukraine_war::military_ops_intensity,russia_ukraine_war,Military operations intensity,36.0,16.0,critical (risk),1.1,7.799999999999999,22.04,12.719999999999999,14.32399742066349,4,active (lever)
russia_ukraine_war::allied_coord_strength,russia_ukraine_war,Allied security coordination strength,26.0,21.0,critical (risk),4.8,3.7,17.52,14.08,13.680222255689852,4,critical (risk)
russia_ukraine_war::sanctions_trade_severity,russia_ukraine_war,Sanctions and trade restriction severity,23.0,21.0,critical (risk),8.05,0.0,17.02,12.6,12.955975195094508,4,active (lever)
us_china_trade_tech::tech_decoupling_degree,us_china_trade_tech,Technology decoupling degree,28.0,27.0,critical (risk),2.4,5.1000000000000005,17.76,18.24,12.070784343255752,4,critical (risk)
us_china_trade_tech::political_pressure,us_china_trade_tech,Domestic political pressure,33.0,26.0,critical (risk),4.65,3.9000000000000004,21.66,17.16,11.852816787575065,3,critical (risk)
energy_supply_shock::refinery_throughput_rate,energy_supply_shock,Refinery throughput rate,14.0,34.0,reactive (sensor),2.0999999999999996,6.45,9.24,22.979999999999997,11.852816787575065,3,reactive (sensor)
iran_gulf_escalation::state_military_response_,iran_gulf_escalation,State military response intensity,30.0,22.0,critical (risk),3.9000000000000004,4.5,19.56,15.0,11.644872633407081,3,critical (risk)
