node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
brics_china_india::trade_investment_flow,brics_china_india,Trade and investment flow,21.0,32.0,reactive (sensor),8.1,10.950000000000001,15.84,23.58,30.659792231869613,4,critical (risk)
russia_ukraine_war::weapons_and_aid_flow,russia_ukraine_war,Weapons and aid flow,29.0,26.0,critical (risk),6.1000000000000005,9.399999999999999,19.84,19.36,24.946287642728553,4,critical (risk)
global_bond_inflation::financial_conditions_ind,global_bond_inflation,Financial conditions,16.0,30.0,reactive (sensor),6.449999999999999,7.15,12.18,20.86,21.888355609103762,4,reactive (sensor)
global_bond_inflation::oil_price_level,global_bond_inflation,Oil price level,19.0,0.0,active (lever),6.700000000000001,8.5,14.080000000000002,3.4000000000000004,21.071674289022337,3,active (lever)
global_bond_inflation::long_term_gov_yield,global_bond_inflation,Long-term government bond yield,16.0,31.0,reactive (sensor),6.000000000000001,5.699999999999999,12.0,20.88,18.83042357547897,4,reactive (sensor)
russia_ukraine_war::escalation_spillover_ris,russia_ukraine_war,Escalation and spillover risk,34.0,28.0,critical (risk),8.35,2.4000000000000004,23.74,17.76,17.301457558666577,4,critical (risk)
iran_gulf_chokepoints::shipping_risk_premium,iran_gulf_chokepoints,Shipping risk premium,14.0,19.0,reactive (sensor),6.000000000000001,3.8999999999999995,10.8,12.96,15.933435333097593,4,buffering (inert)
us_allied_tech_rivalry::regulatory_activity_leve,us_allied_tech_rivalry,Regulatory and policy activity,31.0,27.0,critical (risk),4.65,5.1499999999999995,20.459999999999997,18.259999999999998,15.772491541854183,4,critical (risk)
iran_gulf_chokepoints::conflict_intensity,iran_gulf_chokepoints,Conflict intensity,36.0,4.0,active (lever),3.8,6.0,23.119999999999997,4.800000000000001,15.772491541854183,4,active (lever)
russia_ukraine_war::drone_operational_densit,russia_ukraine_war,Drone operational density,27.0,23.0,active (lever),2.4000000000000004,7.15,17.16,16.66,15.37013206374566,4,critical (risk)
