node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_china_competition::geopolitical_tension,us_china_competition,Geopolitical competition intensity,26.0,18.0,active (lever),15.450000000000001,9.95,21.78,14.78,40.87972297582615,4,critical (risk)
global_bond_turmoil::market_volatility,global_bond_turmoil,Market volatility,25.0,33.0,critical (risk),5.8,8.450000000000001,17.32,23.18,22.934490252185928,4,critical (risk)
russia_ukraine_warfare::kinetic_strike_intensity,russia_ukraine_warfare,Kinetic strike intensity,34.0,22.0,critical (risk),9.75,4.2,24.299999999999997,14.879999999999999,22.4516588784557,4,critical (risk)
us_iran_hostilities::maritime_incident_rate,us_iran_hostilities,Maritime security incident rate,36.0,13.0,active (lever),6.4,7.4,24.159999999999997,10.76,22.210243191590585,4,active (lever)
energy_supply_reordering::sanction_intensity,energy_supply_reordering,Sanctions enforcement intensity,33.0,1.0,active (lever),9.1,4.15,23.44,2.2600000000000002,21.325052339751828,4,active (lever)
us_iran_hostilities::naval_military_intensity,us_iran_hostilities,Naval/military operational intensity,34.0,9.0,active (lever),4.8,8.350000000000001,22.32,8.74,21.164108548508423,4,active (lever)
energy_supply_reordering::supply_chain_bottleneck,energy_supply_reordering,Supply chain bottleneck level,20.0,18.0,critical (risk),5.7,6.7,14.280000000000001,13.479999999999999,19.957030114182842,4,critical (risk)
global_bond_turmoil::long_term_nominal_yield,global_bond_turmoil,Long-term nominal yield,22.0,35.0,reactive (sensor),7.3500000000000005,4.5,16.14,22.8,19.071839262344092,4,critical (risk)
energy_supply_reordering::foreign_capital_commitme,energy_supply_reordering,Foreign capital commitments,22.0,31.0,critical (risk),1.4,10.250000000000002,13.76,22.7,18.749951679857272,4,critical (risk)
russia_ukraine_warfare::sanctions_pressure,russia_ukraine_warfare,Sanctions pressure,24.0,19.0,active (lever),10.05,1.2,18.419999999999998,11.88,18.10617651488363,4,active (lever)
us_china_competition::chip_production_capacity,us_china_competition,Chip production capacity,21.0,23.0,critical (risk),2.5,8.2,13.6,17.08,17.22098566304487,4,critical (risk)
energy_supply_reordering::crude_export_flow_rate,energy_supply_reordering,Crude export flow rate,15.0,27.0,reactive (sensor),6.1,5.95,11.44,18.58,16.70484705149468,3,reactive (sensor)
global_bond_turmoil::market_liquidity,global_bond_turmoil,Bond market liquidity,25.0,26.0,critical (risk),3.5999999999999996,6.15,16.44,18.06,15.692019646232477,4,critical (risk)
russia_ukraine_warfare::alliance_cohesion,russia_ukraine_warfare,Alliance cohesion,24.0,20.0,critical (risk),4.1,5.0,16.04,14.0,14.645885003150312,4,critical (risk)
russia_ukraine_warfare::arms_transfer_rate,russia_ukraine_warfare,Arms transfer rate,20.0,27.0,critical (risk),1.9500000000000002,6.85,12.78,18.939999999999998,14.163053629420084,4,critical (risk)
us_iran_hostilities::global_oil_price_level,us_iran_hostilities,Global oil price level,12.0,32.0,reactive (sensor),6.7,1.2,9.879999999999999,19.68,12.714559508229392,4,reactive (sensor)
us_iran_hostilities::restrictive_measures_int,us_iran_hostilities,Restrictive economic measures intensity,36.0,11.0,active (lever),4.800000000000001,2.4,23.52,7.56,11.587952969525524,4,active (lever)
us_china_competition::ai_deployment_rate,us_china_competition,AI deployment rate,24.0,30.0,critical (risk),3.6999999999999997,2.7,15.879999999999999,19.08,10.300402639578243,4,critical (risk)
us_china_competition::regulatory_strength,us_china_competition,Regulatory governance strength,28.0,19.0,active (lever),2.4,3.6000000000000005,17.76,12.84,8.317766166719343,3,critical (risk)
energy_supply_reordering::upstream_prod_capacity,energy_supply_reordering,Upstream production capacity,19.0,26.0,critical (risk),1.2,3.9499999999999997,11.88,17.18,7.139415959767436,3,reactive (sensor)
global_bond_turmoil::short_rate_expectation,global_bond_turmoil,Short-rate expectation,27.0,20.0,active (lever),2.7,1.2,17.28,12.48,5.406548008367574,3,active (lever)
us_iran_hostilities::oil_shipment_throughput,us_iran_hostilities,Oil shipment throughput,20.0,34.0,critical (risk),0.0,4.8,12.0,22.32,5.273338985606927,2,critical (risk)
russia_ukraine_warfare::gray_zone_attack_rate,russia_ukraine_warfare,Gray‑zone attack rate,22.0,20.0,critical (risk),2.7,1.3,14.28,12.52,4.394449154672439,2,active (lever)
global_bond_turmoil::investor_positioning,global_bond_turmoil,Investor positioning,20.0,38.0,reactive (sensor),1.2,2.3,12.48,23.72,3.845143010338384,2,critical (risk)
us_china_competition::ai_capability_level,us_china_competition,Advanced AI capability level,31.0,27.0,critical (risk),1.3,0.0,19.119999999999997,16.2,0.9010913347279289,1,critical (risk)
us_iran_hostilities::maritime_transit_volume,us_iran_hostilities,Maritime transit volume,18.0,28.0,critical (risk),0.0,0.0,10.799999999999999,16.8,0.0,0,reactive (sensor)
us_iran_hostilities::mine_presence_density,us_iran_hostilities,Mine presence density,31.0,5.0,active (lever),0.0,0.0,18.599999999999998,3.0,0.0,0,active (lever)
us_iran_hostilities::tanker_fleet_avail,us_iran_hostilities,Tanker fleet availability,17.0,28.0,reactive (sensor),0.0,0.0,10.2,16.8,0.0,0,reactive (sensor)
us_iran_hostilities::supply_chain_delay_index,us_iran_hostilities,Supply chain delay index,20.0,24.0,critical (risk),0.0,0.0,12.0,14.399999999999999,0.0,0,critical (risk)
us_iran_hostilities::spare_prod_capacity,us_iran_hostilities,Spare production capacity,11.0,3.0,buffering (inert),0.0,0.0,6.6,1.7999999999999998,0.0,0,buffering (inert)
us_iran_hostilities::market_volatility_level,us_iran_hostilities,Market volatility level,8.0,28.0,reactive (sensor),0.0,0.0,4.8,16.8,0.0,0,reactive (sensor)
us_iran_hostilities::insurance_premium_level,us_iran_hostilities,Shipping insurance premium level,14.0,25.0,reactive (sensor),0.0,0.0,8.4,15.0,0.0,0,reactive (sensor)
us_iran_hostilities::media_conflict_attention,us_iran_hostilities,Media conflict attention,19.0,16.0,active (lever),0.0,0.0,11.4,9.6,0.0,0,buffering (inert)
us_iran_hostilities::inflation_expectations,us_iran_hostilities,Inflation expectations,5.0,8.0,buffering (inert),0.0,0.0,3.0,4.8,0.0,0,buffering (inert)
us_iran_hostilities::market_liquidity,us_iran_hostilities,Financial market liquidity,7.0,12.0,buffering (inert),0.0,0.0,4.2,7.199999999999999,0.0,0,buffering (inert)
us_iran_hostilities::export_utilization,us_iran_hostilities,Export infrastructure utilization,17.0,29.0,reactive (sensor),0.0,0.0,10.2,17.4,0.0,0,reactive (sensor)
russia_ukraine_warfare::frozen_assets_use,russia_ukraine_warfare,Use of frozen assets,16.0,12.0,buffering (inert),0.0,0.0,9.6,7.199999999999999,0.0,0,buffering (inert)
us_china_competition::market_exuberance,us_china_competition,Market valuation exuberance,17.0,18.0,buffering (inert),0.0,0.0,10.2,10.799999999999999,0.0,0,buffering (inert)
russia_ukraine_warfare::proliferation_risk,russia_ukraine_warfare,Weapons proliferation risk,17.0,22.0,reactive (sensor),0.0,0.0,10.2,13.2,0.0,0,reactive (sensor)
russia_ukraine_warfare::strategic_alignment_shif,russia_ukraine_warfare,Strategic alignment with external powers,21.0,19.0,active (lever),0.0,0.0,12.6,11.4,0.0,0,active (lever)
russia_ukraine_warfare::political_polarization,russia_ukraine_warfare,Political polarization level,16.0,22.0,reactive (sensor),0.0,0.0,9.6,13.2,0.0,0,reactive (sensor)
russia_ukraine_warfare::economic_burden,russia_ukraine_warfare,Economic burden of conflict,14.0,24.0,reactive (sensor),0.0,0.0,8.4,14.399999999999999,0.0,0,reactive (sensor)
russia_ukraine_warfare::industry_adaptation_rate,russia_ukraine_warfare,Defense industry adaptation rate,17.0,18.0,buffering (inert),0.0,0.0,10.2,10.799999999999999,0.0,0,buffering (inert)
russia_ukraine_warfare::defense_prod_capacity,russia_ukraine_warfare,Defense production capacity,13.0,21.0,reactive (sensor),0.0,0.0,7.8,12.6,0.0,0,buffering (inert)
russia_ukraine_warfare::diplomatic_isolation,russia_ukraine_warfare,Diplomatic isolation level,21.0,14.0,active (lever),0.0,0.0,12.6,8.4,0.0,0,active (lever)
russia_ukraine_warfare::defense_procurement_rate,russia_ukraine_warfare,Defense procurement rate,20.0,19.0,active (lever),0.0,0.0,12.0,11.4,0.0,0,active (lever)
russia_ukraine_warfare::critical_infra_vuln,russia_ukraine_warfare,Critical infrastructure vulnerability,16.0,23.0,reactive (sensor),0.0,0.0,9.6,13.799999999999999,0.0,0,reactive (sensor)
russia_ukraine_warfare::cyber_attack_incidence,russia_ukraine_warfare,Cyber-attack incidence,18.0,11.0,buffering (inert),0.0,0.0,10.799999999999999,6.6,0.0,0,buffering (inert)
us_china_competition::model_safety_mitigation,us_china_competition,Model safety and mitigation level,18.0,21.0,reactive (sensor),0.0,0.0,10.799999999999999,12.6,0.0,0,buffering (inert)
us_china_competition::data_center_energy,us_china_competition,Data center energy demand,17.0,18.0,buffering (inert),0.0,0.0,10.2,10.799999999999999,0.0,0,buffering (inert)
us_china_competition::defense_spending_level,us_china_competition,Defense and security spending level,21.0,18.0,active (lever),0.0,0.0,12.6,10.799999999999999,0.0,0,active (lever)
us_china_competition::education_adapt_rate,us_china_competition,Education adaptation rate,18.0,16.0,buffering (inert),0.0,0.0,10.799999999999999,9.6,0.0,0,buffering (inert)
