node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_china_tech_rivalry::geopolitical_tech_tensio,us_china_tech_rivalry,Geopolitical technology tension level,33.0,22.0,active (lever),12.75,4.65,24.900000000000002,15.059999999999999,28.004219676353344,4,critical (risk)
global_monetary_stress::crossborder_capital,global_monetary_stress,Cross-border capital flows,26.0,27.0,critical (risk),6.75,7.05,18.3,19.02,22.210243191590585,4,critical (risk)
russia_ukraine_energy::fuel_supply_level,russia_ukraine_energy,Fuel supply availability,13.0,23.0,reactive (sensor),8.55,4.8,11.22,15.719999999999999,21.48599613099524,4,reactive (sensor)
us_china_tech_rivalry::chip_supply_pressure,us_china_tech_rivalry,Chip and memory supply pressure,25.0,20.0,active (lever),5.8,7.25,17.32,14.9,21.00316475726501,4,critical (risk)
us_iran_confront::maritime_security_level,us_iran_confront,Maritime security level,30.0,12.0,active (lever),6.3500000000000005,5.9,20.54,9.559999999999999,19.71561442731773,4,active (lever)
us_iran_confront::military_tempo,us_iran_confront,Military operational tempo,32.0,5.0,active (lever),6.05,5.85,21.619999999999997,5.34,19.15231115796579,4,active (lever)
maritime_chokepoints::maritime_transit_flow,maritime_chokepoints,Maritime transit flow,22.0,30.0,reactive (sensor),3.3,8.45,14.52,21.38,18.910895471100677,4,critical (risk)
maritime_chokepoints::drone_attack_rate,maritime_chokepoints,Drone attack rate,36.0,18.0,active (lever),7.6000000000000005,4.05,24.639999999999997,12.419999999999998,18.74995167985727,4,active (lever)
maritime_chokepoints::insurance_premia_level,maritime_chokepoints,Insurance premia level,12.0,30.0,reactive (sensor),5.199999999999999,5.8999999999999995,9.28,20.36,17.86476082801851,4,reactive (sensor)
maritime_chokepoints::energy_export_flow,maritime_chokepoints,Energy export flow,22.0,32.0,reactive (sensor),7.65,5.1000000000000005,16.259999999999998,21.24,17.675253104278603,3,critical (risk)
russia_ukraine_energy::energy_price_volatility,russia_ukraine_energy,Energy market price volatility,11.0,28.0,reactive (sensor),7.15,3.8,9.46,18.32,17.623345141153397,4,reactive (sensor)
russia_ukraine_energy::strike_intensity,russia_ukraine_energy,Strike intensity,28.0,5.0,active (lever),6.039999999999999,4.9,19.216,4.96,17.607250762029057,4,active (lever)
global_monetary_stress::foreign_exchange_rates,global_monetary_stress,Foreign exchange rates,24.0,23.0,active (lever),4.5,6.05,16.2,16.22,16.97956997617976,4,critical (risk)
russia_ukraine_energy::infrastructure_capacity,russia_ukraine_energy,Infrastructure operational capacity,23.0,23.0,critical (risk),3.6000000000000005,6.75,15.239999999999998,16.5,16.65768239369294,4,critical (risk)
maritime_chokepoints::military_response,maritime_chokepoints,Military response intensity,31.0,22.0,active (lever),6.0,4.74,21.0,15.096,14.888801438427626,3,critical (risk)
us_iran_confront::global_oil_price,us_iran_confront,Global oil price level,21.0,26.0,critical (risk),2.55,6.9,13.62,18.36,13.100481712582965,3,critical (risk)
global_monetary_stress::bond_yield_levels,global_monetary_stress,Bond yield levels,25.0,34.0,critical (risk),3.8,3.9999999999999996,16.52,22.0,12.55361571698598,4,critical (risk)
global_monetary_stress::monetary_policy_stance,global_monetary_stress,Monetary policy stance,27.0,17.0,active (lever),2.4,4.95,17.16,12.18,11.829368656390637,4,active (lever)
us_china_tech_rivalry::capital_investment_flow,us_china_tech_rivalry,Capital investment into AI compute,27.0,34.0,critical (risk),0.0,6.9,16.2,23.16,11.105121595795293,4,critical (risk)
us_iran_confront::chokepoint_access,us_iran_confront,Chokepoint accessibility,24.0,14.0,active (lever),5.7,0.0,16.68,8.4,7.901877858383377,3,active (lever)
global_monetary_stress::implied_policy_path,global_monetary_stress,Market-implied policy path,22.0,27.0,critical (risk),1.7999999999999998,2.5,13.92,17.2,5.9610657528155295,3,critical (risk)
us_iran_confront::tanker_transit_flow,us_iran_confront,Tanker transit flow,22.0,25.0,critical (risk),1.2,3.65,13.68,16.46,5.328269600040332,2,critical (risk)
us_china_tech_rivalry::compute_capacity_growth,us_china_tech_rivalry,Compute capacity growth rate,32.0,34.0,critical (risk),1.7999999999999998,2.5999999999999996,19.919999999999998,21.439999999999998,4.833894070139682,2,critical (risk)
russia_ukraine_energy::shipping_throughput,russia_ukraine_energy,Shipping corridor throughput,14.0,21.0,critical (risk),2.5999999999999996,1.2,9.44,13.08,4.174726696938817,2,buffering (inert)
us_china_tech_rivalry::investment_concentration,us_china_tech_rivalry,Investment concentration risk,30.0,23.0,active (lever),0.0,1.2,18.0,14.28,0.8317766166719344,1,critical (risk)
us_iran_confront::ship_rerouting_rate,us_iran_confront,Ship rerouting rate,21.0,16.0,critical (risk),0.0,0.0,12.6,9.6,0.0,0,active (lever)
us_iran_confront::pipeline_flow_rate,us_iran_confront,Pipeline flow rate,10.0,9.0,buffering (inert),0.0,0.0,6.0,5.3999999999999995,0.0,0,buffering (inert)
us_iran_confront::oil_lng_prod_rate,us_iran_confront,Oil & LNG production rate,19.0,14.0,active (lever),0.0,0.0,11.4,8.4,0.0,0,buffering (inert)
us_iran_confront::price_volatility,us_iran_confront,Market price volatility,11.0,24.0,reactive (sensor),0.0,0.0,6.6,14.399999999999999,0.0,0,reactive (sensor)
us_iran_confront::trading_profit_rate,us_iran_confront,Commodity trading profit rate,3.0,25.0,reactive (sensor),0.0,0.0,1.7999999999999998,15.0,0.0,0,reactive (sensor)
us_iran_confront::global_fossil_stocks,us_iran_confront,Global fossil fuel inventories,12.0,16.0,reactive (sensor),0.0,0.0,7.199999999999999,9.6,0.0,0,buffering (inert)
us_iran_confront::refinery_throughput,us_iran_confront,Refinery throughput rate,8.0,14.0,buffering (inert),0.0,0.0,4.8,8.4,0.0,0,buffering (inert)
us_iran_confront::maritime_war_premium,us_iran_confront,Maritime war risk premium,12.0,23.0,reactive (sensor),0.0,0.0,7.199999999999999,13.799999999999999,0.0,0,reactive (sensor)
us_iran_confront::coalition_security_effor,us_iran_confront,Coalition security effort,22.0,13.0,active (lever),0.0,0.0,13.2,7.8,0.0,0,active (lever)
us_iran_confront::defense_procure_rate,us_iran_confront,Defense procurement rate,6.0,4.0,buffering (inert),0.0,0.0,3.5999999999999996,2.4,0.0,0,buffering (inert)
us_iran_confront::corporate_alloc_tilt,us_iran_confront,Corporate capital allocation tilt,5.0,18.0,reactive (sensor),0.0,0.0,3.0,10.799999999999999,0.0,0,buffering (inert)
maritime_chokepoints::refinery_capacity,maritime_chokepoints,Refinery processing capacity,16.0,21.0,buffering (inert),0.0,0.0,9.6,12.6,0.0,0,buffering (inert)
us_china_tech_rivalry::cyber_incident_rate,us_china_tech_rivalry,Cybersecurity incident frequency,21.0,19.0,buffering (inert),0.0,0.0,12.6,11.4,0.0,0,active (lever)
maritime_chokepoints::trader_hedging_rate,maritime_chokepoints,Trader hedging rate,6.0,28.0,reactive (sensor),0.0,0.0,3.5999999999999996,16.8,0.0,0,reactive (sensor)
maritime_chokepoints::commodity_volatility,maritime_chokepoints,Commodity price volatility,12.0,30.0,reactive (sensor),0.0,0.0,7.199999999999999,18.0,0.0,0,reactive (sensor)
maritime_chokepoints::isr_coverage,maritime_chokepoints,ISR coverage,28.0,23.0,critical (risk),0.0,0.0,16.8,13.799999999999999,0.0,0,critical (risk)
maritime_chokepoints::escalation_risk,maritime_chokepoints,Escalation risk perception,30.0,22.0,active (lever),0.0,0.0,18.0,13.2,0.0,0,active (lever)
maritime_chokepoints::shipping_delay_level,maritime_chokepoints,Shipping delay level,24.0,26.0,critical (risk),0.0,0.0,14.399999999999999,15.6,0.0,0,critical (risk)
maritime_chokepoints::counteruas_deploy_rate,maritime_chokepoints,Counter‑UAS deployment rate,29.0,21.0,active (lever),0.0,0.0,17.4,12.6,0.0,0,active (lever)
maritime_chokepoints::storage_utilization,maritime_chokepoints,Storage utilization,18.0,24.0,reactive (sensor),0.0,0.0,10.799999999999999,14.399999999999999,0.0,0,reactive (sensor)
maritime_chokepoints::infra_vulnerability,maritime_chokepoints,Infrastructure vulnerability,23.0,14.0,buffering (inert),0.0,0.0,13.799999999999999,8.4,0.0,0,active (lever)
maritime_chokepoints::security_effectiveness,maritime_chokepoints,On-site security effectiveness,26.0,19.0,active (lever),0.0,0.0,15.6,11.4,0.0,0,active (lever)
maritime_chokepoints::munition_severity,maritime_chokepoints,Munition severity,32.0,7.0,active (lever),0.0,0.0,19.2,4.2,0.0,0,active (lever)
us_china_tech_rivalry::financing_liquidity,us_china_tech_rivalry,Financing liquidity available,24.0,24.0,reactive (sensor),0.0,0.0,14.399999999999999,14.399999999999999,0.0,0,critical (risk)
us_china_tech_rivalry::policy_influence_intensi,us_china_tech_rivalry,Lobbying and policy influence intensity,25.0,25.0,critical (risk),0.0,0.0,15.0,15.0,0.0,0,critical (risk)
us_china_tech_rivalry::energy_price_volatility,us_china_tech_rivalry,Energy price volatility,18.0,16.0,buffering (inert),0.0,0.0,10.799999999999999,9.6,0.0,0,buffering (inert)
us_china_tech_rivalry::supply_chain_resilience,us_china_tech_rivalry,Supply chain resilience,18.0,20.0,buffering (inert),0.0,0.0,10.799999999999999,12.0,0.0,0,buffering (inert)
us_china_tech_rivalry::data_model_flow_volume,us_china_tech_rivalry,Data and model information flow,21.0,24.0,reactive (sensor),0.0,0.0,12.6,14.399999999999999,0.0,0,critical (risk)
us_china_tech_rivalry::agent_autonomy_level,us_china_tech_rivalry,AI agent autonomy level,23.0,26.0,reactive (sensor),0.0,0.0,13.799999999999999,15.6,0.0,0,critical (risk)
us_china_tech_rivalry::regulatory_scrutiny,us_china_tech_rivalry,Regulatory scrutiny intensity,26.0,25.0,critical (risk),0.0,0.0,15.6,15.0,0.0,0,critical (risk)
us_china_tech_rivalry::market_sentiment_volatil,us_china_tech_rivalry,Market sentiment volatility,21.0,27.0,reactive (sensor),0.0,0.0,12.6,16.2,0.0,0,critical (risk)
us_china_tech_rivalry::financing_costs_compute,us_china_tech_rivalry,Financing costs for compute projects,18.0,28.0,reactive (sensor),0.0,0.0,10.799999999999999,16.8,0.0,0,reactive (sensor)
us_china_tech_rivalry::energy_supply_pressure,us_china_tech_rivalry,Energy infrastructure pressure,25.0,20.0,active (lever),0.0,0.0,15.0,12.0,0.0,0,active (lever)
global_monetary_stress::equity_market_volatility,global_monetary_stress,Equity market volatility,20.0,27.0,reactive (sensor),0.0,0.0,12.0,16.2,0.0,0,reactive (sensor)
global_monetary_stress::investor_sentiment,global_monetary_stress,Investor sentiment,25.0,28.0,critical (risk),0.0,0.0,15.0,16.8,0.0,0,critical (risk)
global_monetary_stress::equity_valuation_levels,global_monetary_stress,Equity valuation levels,10.0,24.0,reactive (sensor),0.0,0.0,6.0,14.399999999999999,0.0,0,reactive (sensor)
global_monetary_stress::bond_market_risk_premium,global_monetary_stress,Bond market risk premium,23.0,29.0,critical (risk),0.0,0.0,13.799999999999999,17.4,0.0,0,critical (risk)
global_monetary_stress::yield_curve_slope,global_monetary_stress,Yield curve slope,22.0,25.0,critical (risk),0.0,0.0,13.2,15.0,0.0,0,critical (risk)
global_monetary_stress::cb_communication_clarity,global_monetary_stress,Central bank communication clarity,19.0,1.0,buffering (inert),0.0,0.0,11.4,0.6,0.0,0,buffering (inert)
global_monetary_stress::leverage_concentration,global_monetary_stress,Leverage and concentration,16.0,19.0,buffering (inert),0.0,0.0,9.6,11.4,0.0,0,buffering (inert)
global_monetary_stress::commodity_price_levels,global_monetary_stress,Commodity price levels,13.0,6.0,buffering (inert),0.0,0.0,7.8,3.5999999999999996,0.0,0,buffering (inert)
global_monetary_stress::inflationary_pressure,global_monetary_stress,Inflationary pressure,25.0,6.0,active (lever),0.0,0.0,15.0,3.5999999999999996,0.0,0,active (lever)
global_monetary_stress::market_liquidity,global_monetary_stress,Market liquidity,17.0,18.0,buffering (inert),0.0,0.0,10.2,10.799999999999999,0.0,0,buffering (inert)
global_monetary_stress::fx_intervention_prob,global_monetary_stress,FX intervention probability,12.0,15.0,buffering (inert),0.0,0.0,7.199999999999999,9.0,0.0,0,buffering (inert)
russia_ukraine_energy::refinery_throughput,russia_ukraine_energy,Refinery throughput,12.0,18.0,reactive (sensor),0.0,0.0,7.199999999999999,10.799999999999999,0.0,0,buffering (inert)
russia_ukraine_energy::grain_export_volume,russia_ukraine_energy,Grain export volume,8.0,23.0,reactive (sensor),0.0,0.0,4.8,13.799999999999999,0.0,0,reactive (sensor)
russia_ukraine_energy::export_restriction_level,russia_ukraine_energy,Energy export restriction level,15.0,12.0,active (lever),0.0,0.0,9.0,7.199999999999999,0.0,0,buffering (inert)
russia_ukraine_energy::food_supply_resilience,russia_ukraine_energy,Food supply resilience,0.0,28.0,reactive (sensor),0.0,0.0,0.0,16.8,0.0,0,reactive (sensor)
russia_ukraine_energy::sanctions_cohesion,russia_ukraine_energy,Sanctions political cohesion,18.0,6.0,active (lever),0.0,0.0,10.799999999999999,3.5999999999999996,0.0,0,buffering (inert)
russia_ukraine_energy::water_resource_levels,russia_ukraine_energy,Water resource levels,12.0,9.0,buffering (inert),0.0,0.0,7.199999999999999,5.3999999999999995,0.0,0,buffering (inert)
russia_ukraine_energy::critical_infra_cyber_rat,russia_ukraine_energy,Critical-infrastructure cyberattack rate,20.0,6.0,active (lever),0.0,0.0,12.0,3.5999999999999996,0.0,0,buffering (inert)
russia_ukraine_energy::drought_stress_index,russia_ukraine_energy,Drought stress,12.0,2.0,buffering (inert),0.0,0.0,7.199999999999999,1.2,0.0,0,buffering (inert)
russia_ukraine_energy::nuclear_output,russia_ukraine_energy,Nuclear generation output,5.0,15.0,reactive (sensor),0.0,0.0,3.0,9.0,0.0,0,buffering (inert)
russia_ukraine_energy::cross_border_incidents,russia_ukraine_energy,Cross-border incident frequency,21.0,7.0,active (lever),0.0,0.0,12.6,4.2,0.0,0,active (lever)
russia_ukraine_energy::infra_interdependence,russia_ukraine_energy,Critical infrastructure interdependence,20.0,6.0,active (lever),0.0,0.0,12.0,3.5999999999999996,0.0,0,buffering (inert)
