node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
energy_market_shift::sanction_pressure,energy_market_shift,International sanction pressure,29.0,15.0,active (lever),15.000000000000002,7.8,23.4,12.120000000000001,36.695184403497485,4,active (lever)
russia_ukraine_war::military_intensity,russia_ukraine_war,Military operations intensity,34.0,7.0,active (lever),10.35,9.799999999999999,24.54,8.120000000000001,32.43017393554712,4,active (lever)
us_china_rivalry::geopolitical_tension_lev,us_china_rivalry,Geopolitical tension level,33.0,15.0,active (lever),10.25,7.45,23.900000000000002,11.98,28.487051050083572,4,active (lever)
global_financial_tension::portfolio_realloc_rate,global_financial_tension,Portfolio reallocation rate,24.0,30.0,critical (risk),7.3500000000000005,7.6000000000000005,17.34,21.04,24.061096790889803,4,critical (risk)
us_china_rivalry::export_control_stringenc,us_china_rivalry,Export control stringency,30.0,13.0,active (lever),6.95,7.500000000000001,20.78,10.8,23.25637783467275,4,active (lever)
energy_market_shift::capital_flow_oil,energy_market_shift,Capital flow to oil sector,23.0,36.0,critical (risk),3.6,9.25,15.239999999999998,25.299999999999997,20.681277174778188,4,critical (risk)
energy_market_shift::asset_transfer_flow,energy_market_shift,Energy asset transfer flow,26.0,24.0,critical (risk),5.0,7.65,17.6,17.46,20.359389592291368,4,critical (risk)
iran_war_stalemate::shipping_disruption,iran_war_stalemate,Shipping disruption risk,25.0,15.0,active (lever),7.300000000000001,4.1,17.92,10.64,18.347592201748743,4,active (lever)
global_financial_tension::long_term_yield,global_financial_tension,Long-term interest rate,24.0,28.0,critical (risk),5.1,5.85,16.439999999999998,19.14,17.623345141153397,4,critical (risk)
global_financial_tension::bond_market_liquidity,global_financial_tension,Bond market liquidity,23.0,23.0,active (lever),3.9999999999999996,6.12,15.399999999999999,16.247999999999998,16.287511673833095,4,critical (risk)
iran_war_stalemate::finance_rerouting,iran_war_stalemate,Cross-border finance rerouting,18.0,25.0,critical (risk),4.0,7.3500000000000005,12.399999999999999,17.94,15.73444099871076,3,reactive (sensor)
russia_ukraine_war::commodity_price_level,russia_ukraine_war,Global commodity price level,9.0,30.0,reactive (sensor),6.0,5.1000000000000005,7.8,20.04,15.387867408430788,3,reactive (sensor)
