id,title,type,timeline_kind,timeline_label,date,start,end,probability,impact_score,expected_impact,event_PS,event_AS,n_vars,affected_ids,rationale
russian_air_campaign_energy_focus,Intensified Russian air campaign on energy,process,horizon,1-2 months,,2026-09-22,2026-11-22,0.9,191.0,171.9,16.125,23.875,3,"military_ops_intensity, energy_infra_disruption, global_energy_volatility","""Russia’s new air campaign seeks to destroy Ukrainian economy"", ""Moscow oil refinery output halted"""
us_2_7b_air_defense_sale,US $2.7B air‑defense sale to Ukraine,event,horizon,within 4 weeks,,2026-09-22,2026-10-22,0.85,133.0,113.05,16.125,16.625,3,"arms_transfer_volume, air_defense_capacity, allied_coord_strength","""US clears way for $2.7 billion sale to Ukraine of air-defense development upgrades"""
zelenskiy_trump_meeting_nyc,Zelenskiy–Trump meeting in New York,event,horizon,2 weeks,,2026-09-22,2026-10-06,0.8,107.0,85.6,19.0,21.4,3,"allied_coord_strength, arms_transfer_volume, sanctions_trade_severity","""Ukraine's Zelenskiy says he and Trump agree to meet in New York"""
use_of_new_us_russia_tariff_powers,Use of new US tariff/sanctions powers on Russia,process,horizon,within 3 months,,2026-09-22,2026-12-22,0.6,107.0,64.2,19.286,15.286,3,"sanctions_trade_severity, global_energy_volatility, intl_legal_contestation","""Trump signs Russia sanctions bill into law"", ""Russia sanctions bill gives Trump sweeping new tariff powers"""
corporate_asset_seizures_russia,Further corporate seizures and external administrations,process,horizon,1-2 months,,2026-09-22,2026-11-22,0.9,106.0,95.4,15.429,15.143,3,"corporate_asset_seizures, intl_legal_contestation, sanctions_trade_severity","""Russia seizes control of Nestlé and Auchan operations"", ""AptarGroup Russian subsidiary placed under temporary external administration"""
us_bases_greenland_opening,US opens new military bases in Greenland,event,horizon,within 6 months,,2026-09-22,2027-03-22,0.7,87.0,60.9,20.25,21.75,2,"allied_coord_strength, intl_legal_contestation","""EXCLUSIVE: US to open two new military bases in Greenland"", ""Trump says U.S. to build a 'large Military presence' in Greenland"""
cyber_attacks_on_electoral_systems,Increased cyber attacks on electoral systems,process,horizon,within 1 month,,2026-09-22,2026-10-22,0.7,83.0,58.1,13.5,13.833,3,"cyber_attack_activity, election_interf_activity, intl_legal_contestation","""Russia reports online attacks on electoral system on second day of parliamentary vote"""
gm_patriot_parts_production,GM production of Patriot missile parts,process,horizon,3-6 months,,2026-09-22,2027-03-22,0.8,66.0,52.8,15.0,13.2,3,"arms_transfer_volume, air_defense_capacity, supply_chain_disruption","""GM to Produce Patriot Missile Parts as U.S. Faces Critical Arms Shortage"""
eu_decision_lift_billionaire_sanctions,EU decision on lifting billionaire sanctions,event,horizon,within 1 month,,2026-09-22,2026-10-22,0.5,64.0,32.0,19.5,16.0,2,"sanctions_trade_severity, intl_legal_contestation","""EU continues talks on deal to lift sanctions on Russia-linked billionaires Usmanov and Fridman"""
russian_repression_of_exiles,Escalation of repression against Russian critics and exiles,process,horizon,next 3 months,,2026-09-22,2026-12-22,0.85,51.0,43.35,16.8,10.2,2,"domestic_repression_leve, intl_legal_contestation","""Russia has intensified repression of critics overseas"", ""Russian exiles cast votes to voice dissent"""
