id,title,type,timeline_kind,timeline_label,date,start,end,probability,impact_score,expected_impact,event_PS,event_AS,n_vars,affected_ids,rationale
anthropic_multiyear_cloud_consumption,Anthropic $35B cloud deal drives multi-year capacity use,process,horizon,multi-year,,2026-09-01,2029-12-31,0.9,350.0,315.0,27.25,29.167,5,"compute_capacity_util, infrastructure_centraliz, market_concentration_ai, feedback_loop_strength, investment_flow_ai",Reports: 'Anthropic signs $35 billion cloud deal' — anticipates long-term reserved cloud consumption and provider consolidation.
agentic_ai_physical_deployment,Agentic AI integration into physical systems,process,horizon,6-12 months,,2026-09-01,2027-09-01,0.85,252.0,214.2,24.6,25.2,4,"ai_model_capability, ai_product_adoption_rate, cyber_risk_level, employment_displacement",Headlines: 'Anthropic unveils new framework allowing AI agents to operate physical devices' and 'launches AI tool that can conduct scientific experiments'.
ai_investment_rally_october,AI sector investment rally expected through October,event,date,by end of October,2026-10-31,,,0.65,197.0,128.05,29.571,28.143,3,"investment_flow_ai, financial_stability_risk, feedback_loop_strength",Headline: 'AI … the sector’s ‘epic’ rally could run through October' — implies continued near-term investment flows.
nvidia_revenue_share_pause_effects,Nvidia pauses revenue-sharing — shifts cloud economics,process,horizon,weeks-months,,2026-09-01,2026-12-31,0.8,182.0,145.6,26.167,30.333,4,"market_concentration_ai, infrastructure_centraliz, compute_capacity_util, feedback_loop_strength","Headlines: 'Nvidia pauses revenue-sharing deals with AI cloud companies' — changes partner economics, centralizing control."
house_intel_black_swan_followup,Congressional scrutiny and likely hearings on 'Black Swan' AI risks,process,horizon,3-6 months,,2026-09-01,2027-03-01,0.7,177.0,123.9,25.857,25.286,4,"regulatory_scrutiny_leve, public_trust_media, market_concentration_ai, crossborder_tech_competi",Headline: 'House Intelligence Committee warns of 'Black Swan' AI risks' — raises likelihood of hearings and oversight.
g20_central_bank_policy_push,G20/central bank warnings provoke coordinated policy push,process,horizon,6 months,,2026-09-01,2027-03-01,0.7,175.0,122.5,26.429,25.0,3,"regulatory_scrutiny_leve, crossborder_tech_competi, financial_stability_risk",Headlines: 'Bank of England warns G20' and 'G20 Warned Of Growing Threat to Financial Stability' — implies coordinated regulatory response.
south_korea_ai_for_all_rollout,South Korea 'AI for All' national rollout,process,horizon,6-12 months,,2026-09-01,2027-06-30,0.8,158.0,126.4,22.857,22.571,3,"data_quality_availabilit, ai_product_adoption_rate, labor_skill_alignment",Headline: 'South Korea’s ‘AI for All’ Push Gives Free Access to Every Citizen' — broad public access will increase adoption and data.
china_memory_supply_shift,Chinese memory makers scale up — shifting supply balance,process,horizon,6-18 months,,2026-09-01,2027-12-31,0.75,154.0,115.5,22.5,25.667,4,"supply_chain_fragility, infrastructure_centraliz, compute_capacity_util, market_concentration_ai",Headlines: 'YMTC aims to overtake Samsung' and 'CXMT breakthrough' — implies rising memory supply and competition.
neocloud_risk_amplification,Neocloud proliferation amplifies ecosystem risks,process,horizon,6 months,,2026-09-01,2027-03-01,0.6,140.0,84.0,21.0,23.333,3,"infrastructure_centraliz, supply_chain_fragility, cyber_risk_level",Headline: 'Neoclouds show how to amplify risks in AI ecosystems' — implies fragmentation that increases fragility and cyber risk.
adobe_saudi_tool_expansion,Adobe expands free AI tools in Saudi Arabia,process,horizon,12 months,,2026-09-01,2027-09-01,0.8,110.0,88.0,24.75,27.5,3,"ai_product_adoption_rate, data_quality_availabilit, market_concentration_ai",Headline: 'Adobe to offer free access to AI tools in Saudi Arabia in $4 billion deal' — regional access expansion will boost adoption.
soitec_multiyear_wafer_commitments,Soitec locks customers into multi-year wafer deals,process,horizon,1-2 years,,2026-09-01,2028-06-30,0.8,90.0,72.0,21.25,22.5,3,"supply_chain_fragility, infrastructure_centraliz, compute_capacity_util",Headline: 'Soitec locks customers into multi-year deals as AI wafer demand surges' — long contracts reshape supply dynamics.
