node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_bond_repricing::cross_border_flows,global_bond_repricing,Cross-border capital flows,27.0,34.0,critical (risk),10.5,8.0,20.4,23.599999999999998,29.774601380030855,4,critical (risk)
energy_asset_realloc::sanction_enforcement_lev,energy_asset_realloc,Sanction enforcement level,26.0,7.0,active (lever),13.0,4.95,20.8,6.180000000000001,28.889410528192098,4,active (lever)
energy_asset_realloc::capital_inflows_oil,energy_asset_realloc,Capital inflows to oil sector,18.0,29.0,critical (risk),5.2,10.3,12.879999999999999,21.52,24.946287642728553,4,critical (risk)
us_china_tech_trade::geo_competition,us_china_tech_trade,Geopolitical competition intensity,23.0,20.0,critical (risk),11.0,3.9000000000000004,18.2,13.56,23.980624895268093,4,critical (risk)
global_bond_repricing::market_volatility,global_bond_repricing,Market volatility,34.0,32.0,critical (risk),4.2,7.500000000000001,22.08,22.2,18.830423575478974,4,critical (risk)
us_iran_confront::shipping_throughput,us_iran_confront,Shipping throughput,16.0,16.0,critical (risk),6.300000000000001,5.1000000000000005,12.120000000000001,11.64,18.347592201748746,4,critical (risk)
us_china_tech_trade::ai_investment_flow,us_china_tech_trade,AI investment flow,22.0,24.0,critical (risk),1.2,10.100000000000001,13.68,18.439999999999998,18.186648410505335,4,critical (risk)
us_iran_confront::sanctions_intensity,us_iran_confront,Sanctions intensity,22.0,9.0,active (lever),7.05,3.65,16.02,6.859999999999999,17.22098566304487,4,active (lever)
russia_ukraine_war::alliance_cohesion,russia_ukraine_war,Alliance military cooperation,25.0,17.0,critical (risk),6.200000000000001,3.7,17.48,11.68,15.933435333097597,4,critical (risk)
us_iran_confront::international_clearing_a,us_iran_confront,International clearing access,14.0,13.0,active (lever),3.8999999999999995,7.500000000000001,9.96,10.8,15.803755716766753,3,reactive (sensor)
russia_ukraine_war::escalation_risk_perc,russia_ukraine_war,Perceived escalation risk,16.0,22.0,critical (risk),9.8,0.0,13.52,13.2,15.772491541854183,4,critical (risk)
energy_asset_realloc::oil_export_volume,energy_asset_realloc,Oil export volume,17.0,29.0,critical (risk),3.1500000000000004,6.6000000000000005,11.459999999999999,20.04,15.692019646232477,4,critical (risk)
russia_ukraine_war::weapons_transfer_rate,russia_ukraine_war,Weapons transfer rate,14.0,22.0,reactive (sensor),2.7,6.949999999999999,9.48,15.979999999999999,15.531075854989066,4,reactive (sensor)
global_bond_repricing::auction_clearing_yield,global_bond_repricing,Auction clearing yield,30.0,37.0,critical (risk),3.8,5.0,19.52,24.2,14.163053629420084,4,critical (risk)
us_iran_confront::external_influence,us_iran_confront,External influence balance,24.0,18.0,critical (risk),3.8,6.2,15.919999999999998,13.28,13.862943611198906,3,critical (risk)
us_china_tech_trade::chip_production_capacity,us_china_tech_trade,Chip production capacity,17.0,14.0,buffering (inert),2.4,6.05,11.16,10.82,13.599750360068146,4,critical (risk)
energy_asset_realloc::access_agreements_extent,energy_asset_realloc,Extent of long‑term access agreements,23.0,24.0,critical (risk),3.6000000000000005,4.800000000000001,15.239999999999998,16.32,13.519278464446446,4,critical (risk)
us_china_tech_trade::regulatory_stringency,us_china_tech_trade,Regulatory stringency,24.0,17.0,critical (risk),4.800000000000001,4.949999999999999,16.32,12.18,13.516370020918933,3,critical (risk)
russia_ukraine_war::kinetic_attack_intensity,russia_ukraine_war,Kinetic attack intensity,31.0,18.0,critical (risk),6.7,3.0500000000000003,21.279999999999998,12.02,13.516370020918933,3,critical (risk)
global_bond_repricing::yield_curve_level,global_bond_repricing,Sovereign yield curve level,32.0,36.0,critical (risk),3.5000000000000004,3.7,20.6,23.08,9.981319400063214,3,critical (risk)
russia_ukraine_war::defensive_posture_level,russia_ukraine_war,Defensive posture level,16.0,24.0,critical (risk),1.5,2.4,10.2,15.36,5.406548008367573,3,reactive (sensor)
global_bond_repricing::market_implied_rates,global_bond_repricing,Market-implied rate path,31.0,37.0,critical (risk),1.6,2.4,19.24,23.16,4.394449154672439,2,critical (risk)
energy_asset_realloc::legal_control_authority,energy_asset_realloc,Legal control authority,33.0,21.0,critical (risk),1.2,1.5,20.28,13.2,2.9662531794038967,2,critical (risk)
us_iran_confront::oil_export_rate,us_iran_confront,Oil export rate,17.0,21.0,critical (risk),1.3,1.2,10.719999999999999,13.08,1.7328679513998633,1,critical (risk)
