node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_china_tech_rivalry::export_control_intensity,us_china_tech_rivalry,Export control intensity,24.0,20.0,active (lever),7.85,8.400000000000002,17.54,15.360000000000001,26.15336607705413,4,critical (risk)
global_financial_stress::corporate_spread_level,global_financial_stress,Corporate bond spread level,18.0,30.0,reactive (sensor),3.7,9.399999999999999,12.28,21.759999999999998,21.08363665288671,4,critical (risk)
global_financial_stress::market_liquidity,global_financial_stress,Bond market liquidity,21.0,27.0,reactive (sensor),4.6,7.050000000000001,14.44,19.02,18.74995167985727,4,critical (risk)
north_korea_nuclear::cross_border_cap_flow,north_korea_nuclear,Cross‑border capital flow rate,31.0,28.0,critical (risk),3.6000000000000005,6.9,20.04,19.560000000000002,16.89909808055805,4,critical (risk)
russia_ukraine_war::political_will_backers,russia_ukraine_war,Political will among backers,26.0,23.0,critical (risk),6.0,3.5999999999999996,18.0,15.239999999999998,15.450603959367362,4,critical (risk)
iran_houthi_escalation::sanctions_intensity,iran_houthi_escalation,Sanctions and trade-restriction intensity,33.0,5.0,active (lever),7.15,3.7,22.66,4.48,15.041293818150814,3,active (lever)
iran_houthi_escalation::shipping_operating_costs,iran_houthi_escalation,Shipping operating costs and insurance,7.0,25.0,reactive (sensor),4.65,4.05,6.0600000000000005,16.62,14.002109838176672,4,reactive (sensor)
russia_ukraine_war::conflict_intensity,russia_ukraine_war,Conflict intensity,31.0,26.0,critical (risk),7.200000000000001,1.2,21.479999999999997,16.08,13.519278464446442,4,critical (risk)
russia_ukraine_war::defense_funding_avail,russia_ukraine_war,Defense funding availability,26.0,19.0,active (lever),4.35,4.0,17.34,13.0,13.438806568824736,4,active (lever)
north_korea_nuclear::missile_prod_capacity,north_korea_nuclear,Missile production capacity,10.0,28.0,reactive (sensor),4.5,4.3,7.8,18.52,12.199390377855037,3,reactive (sensor)
global_financial_stress::policy_interest_rate,global_financial_stress,Policy interest rate,25.0,11.0,active (lever),6.45,2.0999999999999996,17.58,7.4399999999999995,11.852816787575065,3,active (lever)
russia_ukraine_war::aerial_strike_rate,russia_ukraine_war,Aerial strike rate,24.0,19.0,active (lever),2.4,4.5,15.36,13.200000000000001,11.105121595795293,4,critical (risk)
us_china_tech_rivalry::cross_border_transfer,us_china_tech_rivalry,Cross‑border technology transfer rate,26.0,23.0,critical (risk),4.9,2.8,17.56,14.919999999999998,10.674466580623157,3,critical (risk)
us_china_tech_rivalry::capital_flow_ai_infra,us_china_tech_rivalry,Capital flows into AI infrastructure,29.0,28.0,critical (risk),1.2,6.3999999999999995,17.88,19.36,10.535837144511168,3,critical (risk)
us_china_tech_rivalry::semiconductor_fab_capaci,us_china_tech_rivalry,Advanced semiconductor fabrication capacity,23.0,25.0,critical (risk),1.1,5.3,14.239999999999998,17.12,10.300402639578243,4,critical (risk)
north_korea_nuclear::strategic_alignment,north_korea_nuclear,Strategic alignment degree,24.0,20.0,active (lever),5.0,1.2,16.4,12.48,9.978515057091421,4,active (lever)
iran_houthi_escalation::market_price_level,iran_houthi_escalation,Benchmark oil market price level,12.0,31.0,reactive (sensor),3.3999999999999995,3.6000000000000005,8.559999999999999,20.04,9.704060527839234,3,reactive (sensor)
iran_houthi_escalation::maritime_incident_rate,iran_houthi_escalation,Maritime security incident frequency,32.0,10.0,active (lever),2.5,4.199999999999999,20.2,7.68,9.288172219503267,3,active (lever)
global_financial_stress::sovereign_yield_level,global_financial_stress,Sovereign bond yield level,16.0,38.0,reactive (sensor),2.5,3.5,10.6,24.2,8.317766166719343,3,reactive (sensor)
north_korea_nuclear::tech_diffusion_rate,north_korea_nuclear,Technology diffusion rate,33.0,22.0,critical (risk),1.7999999999999998,3.1999999999999997,20.52,14.479999999999999,6.931471805599453,3,critical (risk)
us_china_tech_rivalry::global_compute_capacity,us_china_tech_rivalry,Global AI compute capacity,21.0,33.0,reactive (sensor),1.2,1.3,13.08,20.32,2.7465307216702746,2,critical (risk)
north_korea_nuclear::weapon_massability,north_korea_nuclear,Weapon mass‑producibility,20.0,22.0,critical (risk),2.4,0.0,12.96,13.2,2.6366694928034633,2,critical (risk)
global_financial_stress::portfolio_rebalancing_fl,global_financial_stress,Portfolio rebalancing flow,23.0,34.0,critical (risk),2.25,0.0,14.7,20.4,1.559581156259877,1,critical (risk)
iran_houthi_escalation::global_trade_flow_volume,iran_houthi_escalation,Global oil and product trade volume,13.0,34.0,reactive (sensor),0.0,0.0,7.8,20.4,0.0,0,reactive (sensor)
iran_houthi_escalation::refined_product_flow,iran_houthi_escalation,Refined fuels flow,10.0,33.0,reactive (sensor),0.0,0.0,6.0,19.8,0.0,0,reactive (sensor)
iran_houthi_escalation::strategic_reserve_level,iran_houthi_escalation,Strategic petroleum reserve level,8.0,7.0,buffering (inert),0.0,0.0,4.8,4.2,0.0,0,buffering (inert)
iran_houthi_escalation::crude_supply_flow,iran_houthi_escalation,Crude oil supply flow,17.0,29.0,critical (risk),0.0,0.0,10.2,17.4,0.0,0,reactive (sensor)
iran_houthi_escalation::refinery_throughput_rate,iran_houthi_escalation,Refinery throughput rate,10.0,18.0,reactive (sensor),0.0,0.0,6.0,10.799999999999999,0.0,0,buffering (inert)
iran_houthi_escalation::shipping_reroute_distanc,iran_houthi_escalation,Average shipping reroute distance/time,15.0,16.0,critical (risk),0.0,0.0,9.0,9.6,0.0,0,buffering (inert)
iran_houthi_escalation::geopolitical_escalation_,iran_houthi_escalation,Geopolitical escalation pressure,36.0,4.0,active (lever),0.0,0.0,21.599999999999998,2.4,0.0,0,active (lever)
iran_houthi_escalation::maritime_transit_capacit,iran_houthi_escalation,Maritime transit capacity,21.0,12.0,active (lever),0.0,0.0,12.6,7.199999999999999,0.0,0,active (lever)
iran_houthi_escalation::waterway_draft_availabil,iran_houthi_escalation,Waterway draft availability,16.0,6.0,active (lever),0.0,0.0,9.6,3.5999999999999996,0.0,0,buffering (inert)
iran_houthi_escalation::demand_elasticity_fuels,iran_houthi_escalation,Demand elasticity for fuels,5.0,0.0,buffering (inert),0.0,0.0,3.0,0.0,0.0,0,buffering (inert)
iran_houthi_escalation::financial_channel_disrup,iran_houthi_escalation,Financial channel disruption,20.0,9.0,active (lever),0.0,0.0,12.0,5.3999999999999995,0.0,0,active (lever)
iran_houthi_escalation::market_volatility_index,iran_houthi_escalation,Price discovery volatility and risk premium,10.0,26.0,reactive (sensor),0.0,0.0,6.0,15.6,0.0,0,reactive (sensor)
russia_ukraine_war::civilian_harm_rate,russia_ukraine_war,Civilian harm and displacement rate,17.0,24.0,reactive (sensor),0.0,0.0,10.2,14.399999999999999,0.0,0,reactive (sensor)
russia_ukraine_war::info_warfare_intensity,russia_ukraine_war,Information warfare intensity,17.0,19.0,buffering (inert),0.0,0.0,10.2,11.4,0.0,0,buffering (inert)
us_china_tech_rivalry::supply_chain_conc,us_china_tech_rivalry,Supply‑chain concentration,20.0,22.0,reactive (sensor),0.0,0.0,12.0,13.2,0.0,0,critical (risk)
russia_ukraine_war::troop_morale,russia_ukraine_war,Troop morale,12.0,25.0,reactive (sensor),0.0,0.0,7.199999999999999,15.0,0.0,0,reactive (sensor)
russia_ukraine_war::supply_chain_stability,russia_ukraine_war,Supply chain stability,20.0,19.0,active (lever),0.0,0.0,12.0,11.4,0.0,0,active (lever)
russia_ukraine_war::negotiation_readiness,russia_ukraine_war,Negotiation readiness,14.0,23.0,reactive (sensor),0.0,0.0,8.4,13.799999999999999,0.0,0,reactive (sensor)
russia_ukraine_war::negotiation_trust,russia_ukraine_war,Negotiation trust,17.0,22.0,reactive (sensor),0.0,0.0,10.2,13.2,0.0,0,reactive (sensor)
russia_ukraine_war::sanctions_pressure,russia_ukraine_war,Sanctions pressure,18.0,16.0,buffering (inert),0.0,0.0,10.799999999999999,9.6,0.0,0,buffering (inert)
russia_ukraine_war::economic_strain_backers,russia_ukraine_war,Economic strain on supporters,19.0,10.0,active (lever),0.0,0.0,11.4,6.0,0.0,0,buffering (inert)
russia_ukraine_war::arms_transfer_flow,russia_ukraine_war,Arms transfer flow,20.0,24.0,critical (risk),0.0,0.0,12.0,14.399999999999999,0.0,0,critical (risk)
russia_ukraine_war::defense_prod_capacity,russia_ukraine_war,Defense production capacity,14.0,12.0,buffering (inert),0.0,0.0,8.4,7.199999999999999,0.0,0,buffering (inert)
russia_ukraine_war::mediator_engagement,russia_ukraine_war,Mediator diplomatic engagement,18.0,18.0,buffering (inert),0.0,0.0,10.799999999999999,10.799999999999999,0.0,0,buffering (inert)
russia_ukraine_war::ground_offensive_level,russia_ukraine_war,Ground offensive activity,29.0,23.0,critical (risk),0.0,0.0,17.4,13.799999999999999,0.0,0,critical (risk)
us_china_tech_rivalry::environmental_externalit,us_china_tech_rivalry,Environmental externalities from infrastructure,11.0,17.0,buffering (inert),0.0,0.0,6.6,10.2,0.0,0,buffering (inert)
us_china_tech_rivalry::market_demand_ai_service,us_china_tech_rivalry,Market demand for AI services,27.0,21.0,critical (risk),0.0,0.0,16.2,12.6,0.0,0,active (lever)
us_china_tech_rivalry::cybersecurity_risk_level,us_china_tech_rivalry,Cybersecurity risk level,19.0,21.0,reactive (sensor),0.0,0.0,11.4,12.6,0.0,0,buffering (inert)
us_china_tech_rivalry::compliance_costs_ai,us_china_tech_rivalry,Regulatory compliance costs for AI infrastructure,24.0,21.0,critical (risk),0.0,0.0,14.399999999999999,12.6,0.0,0,active (lever)
