node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_rate_repricing::cross_border_flows,global_rate_repricing,Cross-border capital flow rate,10.0,18.0,reactive (sensor),9.6,14.3,9.84,16.52,38.46556610717499,4,reactive (sensor)
us_china_trade_rivalry::geopolitical_risk_perc,us_china_trade_rivalry,Perceived geopolitical risk,33.0,25.0,active (lever),8.15,7.55,23.060000000000002,18.02,25.268175225215373,4,critical (risk)
russia_ukraine_war::sanction_pressure,russia_ukraine_war,Sanctions and trade pressure,23.0,23.0,critical (risk),8.75,5.799999999999999,17.299999999999997,16.119999999999997,23.417321625916156,4,critical (risk)
mid_east_energy_shock::crude_oil_supply_availab,mid_east_energy_shock,Crude oil supply availability,22.0,24.0,critical (risk),7.0,6.949999999999999,16.0,17.18,22.4516588784557,4,critical (risk)
global_rate_repricing::policy_interest_rate,global_rate_repricing,Policy interest rate,28.0,1.0,active (lever),6.5,5.9,19.400000000000002,2.9600000000000004,19.957030114182842,4,active (lever)
us_china_trade_rivalry::export_control_level,us_china_trade_rivalry,Export control strictness,31.0,19.0,active (lever),7.300000000000001,5.0,21.52,13.4,19.796086322939434,4,critical (risk)
russia_ukraine_war::defense_aid_flow,russia_ukraine_war,Defense assistance flow,12.0,12.0,buffering (inert),3.65,8.15,8.66,10.459999999999999,18.991367366722386,4,buffering (inert)
ai_safety_militarization::deployment_rate_of_model,ai_safety_militarization,Model deployment rate,30.0,35.0,critical (risk),5.25,5.8500000000000005,20.1,23.34,17.864760828018515,4,critical (risk)
mid_east_energy_shock::energy_market_price_vola,mid_east_energy_shock,Energy market price volatility,11.0,31.0,reactive (sensor),5.0,5.9,8.6,20.959999999999997,17.542873245531695,4,reactive (sensor)
ai_safety_militarization::model_dev_velocity,ai_safety_militarization,Model development velocity,31.0,33.0,critical (risk),1.2,11.299999999999999,19.08,24.32,17.32867951399863,3,critical (risk)
ai_safety_militarization::regulatory_pressure,ai_safety_militarization,Regulatory pressure,35.0,22.0,active (lever),5.7,4.65,23.28,15.059999999999999,16.65768239369294,4,critical (risk)
mid_east_energy_shock::sanctions_enforcement_in,mid_east_energy_shock,Sanctions enforcement intensity,24.0,4.0,active (lever),7.5,2.5999999999999996,17.4,3.4399999999999995,16.25532291558441,4,active (lever)
mid_east_energy_shock::maritime_security_threat,mid_east_energy_shock,Maritime security threat intensity,26.0,8.0,active (lever),6.000000000000001,3.35,18.0,6.14,15.04824448125884,4,active (lever)
us_china_trade_rivalry::cross_border_investment,us_china_trade_rivalry,Cross-border investment flows,29.0,32.0,critical (risk),1.2,8.0,17.88,22.4,14.806828794393722,4,critical (risk)
russia_ukraine_war::energy_flow_stability,russia_ukraine_war,Energy flow stability,19.0,15.0,active (lever),7.400000000000001,1.2,14.360000000000001,9.48,13.841166046933266,4,active (lever)
russia_ukraine_war::coercive_escalation,russia_ukraine_war,Coercive escalation intensity,34.0,16.0,critical (risk),5.35,3.1999999999999997,22.54,10.879999999999999,13.760694151311556,4,active (lever)
ai_safety_militarization::capital_flow_rate,ai_safety_militarization,Capital flow rate,33.0,25.0,critical (risk),2.3,7.050000000000001,20.72,17.82,12.961852276470978,3,critical (risk)
us_china_trade_rivalry::chip_fab_capacity,us_china_trade_rivalry,Semiconductor fabrication capacity,21.0,32.0,reactive (sensor),5.55,2.4,14.82,20.16,12.795031403851096,4,critical (risk)
ai_safety_militarization::safety_incident_frequenc,ai_safety_militarization,Safety incident frequency,27.0,31.0,critical (risk),7.05,0.0,19.02,18.599999999999998,11.346537282660407,4,critical (risk)
russia_ukraine_war::alliance_cohesion,russia_ukraine_war,Alliance cohesion,21.0,16.0,critical (risk),4.1,2.5999999999999996,14.24,10.639999999999999,10.783234013308471,4,active (lever)
global_rate_repricing::nominal_yield_curve,global_rate_repricing,Nominal yield curve level,22.0,22.0,critical (risk),3.5999999999999996,4.0,14.639999999999999,14.799999999999999,10.535837144511168,3,critical (risk)
us_china_trade_rivalry::supply_chain_diversity,us_china_trade_rivalry,Supply-chain geographic diversity,25.0,34.0,critical (risk),3.7,3.6000000000000005,16.48,21.84,10.119948836175203,3,critical (risk)
mid_east_energy_shock::trade_rerouting_rate,mid_east_energy_shock,Trade rerouting rate,19.0,22.0,critical (risk),2.4000000000000004,3.8000000000000003,12.360000000000001,14.719999999999999,6.811396189742282,2,critical (risk)
global_rate_repricing::asset_allocation_tilt,global_rate_repricing,Asset allocation tilt,20.0,26.0,critical (risk),2.4,3.5000000000000004,12.96,17.0,6.481812503141848,2,critical (risk)
mid_east_energy_shock::refined_fuel_supply_avai,mid_east_energy_shock,Refined fuel supply availability,14.0,25.0,reactive (sensor),0.0,0.0,8.4,15.0,0.0,0,reactive (sensor)
mid_east_energy_shock::maritime_transit_volume,mid_east_energy_shock,Maritime transit volume,21.0,23.0,critical (risk),0.0,0.0,12.6,13.799999999999999,0.0,0,critical (risk)
mid_east_energy_shock::shipping_rate_level,mid_east_energy_shock,Shipping and freight rate level,11.0,26.0,reactive (sensor),0.0,0.0,6.6,15.6,0.0,0,reactive (sensor)
mid_east_energy_shock::spare_production_capacit,mid_east_energy_shock,Spare oil production capacity,18.0,5.0,active (lever),0.0,0.0,10.799999999999999,3.0,0.0,0,buffering (inert)
mid_east_energy_shock::military_attack_frequenc,mid_east_energy_shock,Military attack frequency,38.0,1.0,active (lever),0.0,0.0,22.8,0.6,0.0,0,active (lever)
mid_east_energy_shock::tanker_fleet_operational,mid_east_energy_shock,Tanker fleet operational capacity,17.0,17.0,active (lever),0.0,0.0,10.2,10.2,0.0,0,buffering (inert)
mid_east_energy_shock::refinery_operational_cap,mid_east_energy_shock,Refinery operational capacity,17.0,12.0,active (lever),0.0,0.0,10.2,7.199999999999999,0.0,0,buffering (inert)
mid_east_energy_shock::pipeline_flow_rate,mid_east_energy_shock,Pipeline flow rate,16.0,11.0,buffering (inert),0.0,0.0,9.6,6.6,0.0,0,buffering (inert)
mid_east_energy_shock::investor_risk_perception,mid_east_energy_shock,Investor risk perception,5.0,30.0,reactive (sensor),0.0,0.0,3.0,18.0,0.0,0,reactive (sensor)
mid_east_energy_shock::central_bank_policy_resp,mid_east_energy_shock,Central bank policy response intensity,3.0,12.0,buffering (inert),0.0,0.0,1.7999999999999998,7.199999999999999,0.0,0,buffering (inert)
mid_east_energy_shock::fuel_inventory_levels,mid_east_energy_shock,Fuel inventory levels,10.0,21.0,reactive (sensor),0.0,0.0,6.0,12.6,0.0,0,reactive (sensor)
russia_ukraine_war::capital_asset_flow,russia_ukraine_war,Cross‑border capital and asset flows,16.0,23.0,critical (risk),0.0,0.0,9.6,13.799999999999999,0.0,0,reactive (sensor)
russia_ukraine_war::cyber_attack_rate,russia_ukraine_war,Cyber and network attack rate,17.0,10.0,active (lever),0.0,0.0,10.2,6.0,0.0,0,buffering (inert)
us_china_trade_rivalry::critical_materials_conc,us_china_trade_rivalry,Critical materials supply concentration,31.0,21.0,active (lever),0.0,0.0,18.599999999999998,12.6,0.0,0,critical (risk)
us_china_trade_rivalry::memory_fab_capacity,us_china_trade_rivalry,Memory chip fabrication capacity,23.0,32.0,reactive (sensor),0.0,0.0,13.799999999999999,19.2,0.0,0,critical (risk)
russia_ukraine_war::legal_power_intensity,russia_ukraine_war,Legislative and tariff authority intensity,16.0,16.0,critical (risk),0.0,0.0,9.6,9.6,0.0,0,buffering (inert)
russia_ukraine_war::defensive_capability,russia_ukraine_war,Defensive military capability,7.0,10.0,buffering (inert),0.0,0.0,4.2,6.0,0.0,0,buffering (inert)
russia_ukraine_war::political_stability,russia_ukraine_war,Domestic political stability,17.0,24.0,critical (risk),0.0,0.0,10.2,14.399999999999999,0.0,0,reactive (sensor)
russia_ukraine_war::militarisation_rate,russia_ukraine_war,Militarisation pace,9.0,13.0,buffering (inert),0.0,0.0,5.3999999999999995,7.8,0.0,0,buffering (inert)
russia_ukraine_war::supply_chain_resilience,russia_ukraine_war,Supply chain resilience,10.0,17.0,reactive (sensor),0.0,0.0,6.0,10.2,0.0,0,buffering (inert)
russia_ukraine_war::election_legitimacy,russia_ukraine_war,Perceived electoral legitimacy,6.0,12.0,buffering (inert),0.0,0.0,3.5999999999999996,7.199999999999999,0.0,0,buffering (inert)
russia_ukraine_war::external_asset_control,russia_ukraine_war,Control over foreign assets,17.0,14.0,active (lever),0.0,0.0,10.2,8.4,0.0,0,buffering (inert)
russia_ukraine_war::information_influence,russia_ukraine_war,Information and narrative influence,16.0,10.0,active (lever),0.0,0.0,9.6,6.0,0.0,0,buffering (inert)
