node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
us_china_rivalry::bilat_political_tension,us_china_rivalry,Bilateral political tension,32.0,24.0,critical (risk),11.1,5.7,23.64,16.68,27.038556928892884,4,critical (risk)
energy_market_stress::diesel_export_volume,energy_market_stress,Diesel export volume,24.0,27.0,critical (risk),7.4,7.05,17.36,19.02,23.256377834672747,4,critical (risk)
russia_ukraine_war::energy_supply_disruption,russia_ukraine_war,Energy supply disruption level,22.0,20.0,active (lever),7.3500000000000005,5.8500000000000005,16.14,14.34,21.244580444130126,4,critical (risk)
energy_market_stress::diesel_price_level,energy_market_stress,Diesel price level,24.0,28.0,critical (risk),5.2,7.700000000000001,16.479999999999997,19.880000000000003,20.761749070399897,4,critical (risk)
iran_regional_conflict::proxy_attack_frequency,iran_regional_conflict,Proxy attack frequency,26.0,21.0,critical (risk),4.5,8.1,17.4,15.84,20.278917696669662,4,critical (risk)
iran_regional_conflict::military_escalation,iran_regional_conflict,Military escalation intensity,36.0,34.0,critical (risk),10.05,2.3,25.619999999999997,21.32,19.87655821856114,4,critical (risk)
global_bond_shock::market_volatility,global_bond_shock,Market volatility,24.0,30.0,critical (risk),2.5,9.75,15.399999999999999,21.9,19.71561442731773,4,critical (risk)
russia_ukraine_war::sanctions_pressure_level,russia_ukraine_war,Sanctions pressure level,20.0,21.0,reactive (sensor),9.6,2.5,15.84,13.6,19.474198740452614,4,critical (risk)
us_china_rivalry::capital_invest_flows,us_china_rivalry,Capital and investment flows,17.0,25.0,critical (risk),3.6000000000000005,7.5,11.64,18.0,17.864760828018515,4,reactive (sensor)
russia_ukraine_war::escalation_feedback,russia_ukraine_war,Escalation feedback strength,33.0,28.0,critical (risk),5.699999999999999,3.3,22.080000000000002,18.12,14.484941211906902,4,critical (risk)
global_bond_shock::bond_market_liquidity,global_bond_shock,Bond market liquidity,25.0,21.0,active (lever),3.8,5.1,16.52,14.64,14.32399742066349,4,critical (risk)
global_bond_shock::long_term_nominal_yields,global_bond_shock,Long-term nominal yields,25.0,31.0,critical (risk),2.4000000000000004,6.15,15.96,21.06,13.760694151311558,4,critical (risk)
us_china_rivalry::export_control_strength,us_china_rivalry,Export control strictness,23.0,23.0,critical (risk),3.7,4.75,15.28,15.7,13.599750360068146,4,critical (risk)
russia_ukraine_war::kinetic_operation_int,russia_ukraine_war,Kinetic operation intensity,32.0,27.0,critical (risk),3.9000000000000004,4.45,20.759999999999998,17.98,13.43880656882474,4,critical (risk)
iran_regional_conflict::diplomatic_engagement,iran_regional_conflict,Diplomatic engagement level,25.0,23.0,critical (risk),2.0999999999999996,6.15,15.84,16.259999999999998,13.277862777581328,4,critical (risk)
iran_regional_conflict::sanctions_pressure,iran_regional_conflict,Sanctions pressure intensity,22.0,17.0,critical (risk),3.9,3.6000000000000005,14.76,11.64,12.070784343255752,4,active (lever)
global_bond_shock::fiscal_fin_pressure,global_bond_shock,Fiscal financing pressure,25.0,24.0,critical (risk),5.999999999999999,1.4,17.4,14.959999999999999,11.909840552012339,4,critical (risk)
energy_market_stress::diesel_inventory_levels,energy_market_stress,Diesel inventory levels,18.0,21.0,critical (risk),4.7,2.4,12.68,13.559999999999999,11.42700917828211,4,critical (risk)
energy_market_stress::refiner_run_rates,energy_market_stress,Refiner run rates,23.0,15.0,active (lever),3.35,4.6,15.139999999999999,10.84,11.02104017090313,3,active (lever)
energy_market_stress::policy_export_restrictio,energy_market_stress,Export restriction intensity,23.0,7.0,active (lever),3.3,2.6,15.12,5.24,8.179136730607356,3,active (lever)
global_bond_shock::corporate_funding_cost,global_bond_shock,Corporate funding costs,16.0,30.0,reactive (sensor),2.0999999999999996,3.8,10.44,19.52,8.179136730607354,3,reactive (sensor)
us_china_rivalry::trade_barrier_intensity,us_china_rivalry,Trade barrier intensity,21.0,17.0,active (lever),2.4000000000000004,2.4,13.56,11.16,5.2733389856069275,2,active (lever)
us_china_rivalry::tech_decouple_degree,us_china_rivalry,Degree of technological decoupling,25.0,22.0,critical (risk),2.3,1.1,15.92,13.639999999999999,4.713400827807628,3,critical (risk)
iran_regional_conflict::escalation_threshold,iran_regional_conflict,Perceived escalation threshold,21.0,27.0,critical (risk),0.0,2.7,12.6,17.28,2.9662531794038967,2,critical (risk)
russia_ukraine_war::cross_border_incidents,russia_ukraine_war,Cross-border incident rate,26.0,21.0,critical (risk),0.0,0.0,15.6,12.6,0.0,0,critical (risk)
russia_ukraine_war::infrastructure_damage,russia_ukraine_war,Critical infrastructure damage,22.0,17.0,active (lever),0.0,0.0,13.2,10.2,0.0,0,active (lever)
russia_ukraine_war::allied_readiness_level,russia_ukraine_war,Allied military readiness,18.0,26.0,reactive (sensor),0.0,0.0,10.799999999999999,15.6,0.0,0,reactive (sensor)
russia_ukraine_war::intel_sharing_rate,russia_ukraine_war,Intelligence-sharing rate,17.0,20.0,buffering (inert),0.0,0.0,10.2,12.0,0.0,0,buffering (inert)
russia_ukraine_war::diplomatic_engagement,russia_ukraine_war,Diplomatic engagement intensity,25.0,25.0,critical (risk),0.0,0.0,15.0,15.0,0.0,0,critical (risk)
russia_ukraine_war::deescalation_willingness,russia_ukraine_war,Political willingness to de-escalate,27.0,21.0,critical (risk),0.0,0.0,16.2,12.6,0.0,0,critical (risk)
russia_ukraine_war::info_warfare_level,russia_ukraine_war,Information-warfare intensity,18.0,21.0,reactive (sensor),0.0,0.0,10.799999999999999,12.6,0.0,0,reactive (sensor)
russia_ukraine_war::cyber_operation_activity,russia_ukraine_war,Cyber operation activity,22.0,19.0,active (lever),0.0,0.0,13.2,11.4,0.0,0,active (lever)
russia_ukraine_war::alliance_cohesion_level,russia_ukraine_war,Allied political cohesion,27.0,21.0,critical (risk),0.0,0.0,16.2,12.6,0.0,0,critical (risk)
russia_ukraine_war::public_risk_perception,russia_ukraine_war,Public risk perception,17.0,30.0,reactive (sensor),0.0,0.0,10.2,18.0,0.0,0,reactive (sensor)
russia_ukraine_war::global_trade_disruption,russia_ukraine_war,Global trade disruption magnitude,19.0,22.0,reactive (sensor),0.0,0.0,11.4,13.2,0.0,0,reactive (sensor)
russia_ukraine_war::defense_logistics_cap,russia_ukraine_war,Defense logistics capacity,15.0,21.0,reactive (sensor),0.0,0.0,9.0,12.6,0.0,0,reactive (sensor)
us_china_rivalry::semi_supply_conc,us_china_rivalry,Semiconductor supply concentration,13.0,10.0,buffering (inert),0.0,0.0,7.8,6.0,0.0,0,buffering (inert)
iran_regional_conflict::warpower_constraint,iran_regional_conflict,Executive warpower constraint,11.0,14.0,buffering (inert),0.0,0.0,6.6,8.4,0.0,0,buffering (inert)
us_china_rivalry::security_flashpoint_risk,us_china_rivalry,Security flashpoint risk,15.0,14.0,buffering (inert),0.0,0.0,9.0,8.4,0.0,0,buffering (inert)
us_china_rivalry::rare_earths_supply_conc,us_china_rivalry,Rare‑earths supply concentration,11.0,7.0,buffering (inert),0.0,0.0,6.6,4.2,0.0,0,buffering (inert)
us_china_rivalry::multilateral_governance,us_china_rivalry,Multilateral governance effectiveness,15.0,16.0,buffering (inert),0.0,0.0,9.0,9.6,0.0,0,buffering (inert)
us_china_rivalry::legis_action_pressure,us_china_rivalry,Legislative action pressure,18.0,24.0,critical (risk),0.0,0.0,10.799999999999999,14.399999999999999,0.0,0,reactive (sensor)
us_china_rivalry::tech_capability_gap,us_china_rivalry,Technology capability gap,12.0,6.0,buffering (inert),0.0,0.0,7.199999999999999,3.5999999999999996,0.0,0,buffering (inert)
us_china_rivalry::diplomatic_signal_flow,us_china_rivalry,Diplomatic signaling flow,11.0,14.0,buffering (inert),0.0,0.0,6.6,8.4,0.0,0,buffering (inert)
us_china_rivalry::domestic_polit_pressure,us_china_rivalry,Domestic political pressure,18.0,20.0,critical (risk),0.0,0.0,10.799999999999999,12.0,0.0,0,buffering (inert)
us_china_rivalry::supply_chain_resilience,us_china_rivalry,Supply‑chain resilience,16.0,23.0,reactive (sensor),0.0,0.0,9.6,13.799999999999999,0.0,0,reactive (sensor)
