id,title,type,timeline_kind,timeline_label,date,start,end,probability,impact_score,expected_impact,event_PS,event_AS,n_vars,affected_ids,rationale
us_new_tariff_power_use,Use of new US tariff powers,process,horizon,weeks–quarter,,2026-09-19,2026-12-31,0.65,181.0,117.65,19.667,20.111,4,"sanction_pressure, capital_asset_flow, energy_flow_stability, alliance_cohesion",Headlines: Trump gains tariff weapon; Trump signs Russia sanctions bill into law; bills target Russian oil importers.
russian_hybrid_attack_spike,Spike in Russian hybrid attacks,process,horizon,weeks–months,,2026-09-19,2026-11-30,0.9,167.0,150.3,11.5,20.875,3,"cyber_attack_rate, information_influence, coercive_escalation",Headline: France says Russian hybrid attacks are intensifying; reports of online attacks on electoral systems.
russia_asset_seizures_expand,Expansion of Russian asset seizures,process,horizon,weeks–months,,2026-09-19,2026-11-30,0.85,142.0,120.7,17.778,15.778,4,"external_asset_control, corporate_exposure, legal_power_intensity, sanction_pressure",Headlines: Russia seizes Nestlé and Auchan operations; Putin targets Nestlé's Russian business.
kursk_nuclear_infrastructure_followup,Follow‑up incidents and investigations after Kursk drone strike,process,horizon,weeks–months,,2026-09-19,2026-11-30,0.55,122.0,67.1,15.6,24.4,3,"coercive_escalation, energy_flow_stability, legal_power_intensity","Headline: Drone hit cooling tower on Thursday at Russian Kursk nuclear plant, IAEA says."
afd_putin_envoy_gas_talks,Talks to restore Russian gas to Germany,event,horizon,weeks–months,,2026-09-19,2026-11-30,0.6,96.0,57.6,14.4,19.2,3,"energy_flow_stability, alliance_cohesion, information_influence",Headline: Putin envoy and far‑right AfD prepare talks to get Russian gas back for Germany.
eu_missile_drone_funding_disbursement,EU €3.3bn missile and drone disbursement,event,horizon,by end of October,,2026-09-19,2026-10-31,0.9,89.0,80.1,12.25,11.125,4,"defense_aid_flow, defensive_capability, militarisation_rate, alliance_cohesion",Headline: EU to disburse €3.3 billion to Ukraine to procure missiles and drones.
russian_election_postvote_consolidation,Post‑vote consolidation and crackdown,process,date,days–weeks,2026-09-19,2026-09-19,2026-10-15,0.95,84.0,79.8,14.857,12.0,3,"election_legitimacy, political_stability, information_influence",Headlines: Russians vote in election; Explainer: How Putin may leverage predictable outcome of Russia's elections.
us_27bn_air_defense_sale_delivery,Delivery of $2.7bn US air‑defense systems,process,horizon,months,,2026-09-19,2027-03-31,0.85,75.0,63.75,11.5,9.375,3,"defense_aid_flow, defensive_capability, militarisation_rate",Headline: US clears way for $2.7 billion sale to Ukraine of air‑defense development upgrades.
poland_anti_ballistic_coalition_activity,Poland joins anti‑ballistic cooperation,process,horizon,weeks–months,,2026-09-19,2026-12-31,0.8,65.0,52.0,13.0,13.0,3,"alliance_cohesion, defensive_capability, militarisation_rate",Headline: Poland joins anti‑ballistic missile coalition with Ukraine.
defense_industry_production_ramp,Ramp‑up in Western defense production,process,horizon,months,,2026-09-19,2027-03-31,0.8,65.0,52.0,11.857,9.286,3,"militarisation_rate, defense_aid_flow, defensive_capability","Headlines: Lockheed gets Patriot parts from GM; GM to produce Patriot parts; Lockheed reveals new missile, fast tracks production."
