node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
opec_energy_volatility::crude_oil_price,opec_energy_volatility,Crude oil price level,13.0,24.0,critical (risk),6.65,8.95,10.46,17.979999999999997,25.107231433971965,4,reactive (sensor)
opec_energy_volatility::maritime_transit_risk,opec_energy_volatility,Maritime transit risk level,26.0,7.0,active (lever),8.450000000000001,6.25,18.98,6.7,23.658737312781277,4,active (lever)
us_iran_confront::mil_escalation_threat,us_iran_confront,Military escalation threat,36.0,6.0,active (lever),9.25,7.6499999999999995,25.299999999999997,6.66,23.42837470292615,3,active (lever)
rus_ukr_war::logistics_capacity,rus_ukr_war,Logistics and resupply capacity,29.0,27.0,critical (risk),5.0,8.8,19.4,19.72,22.210243191590585,4,critical (risk)
china_eu_tech_rivalry::ai_capital_flow,china_eu_tech_rivalry,AI capital flow,30.0,29.0,critical (risk),2.4,11.4,18.96,21.96,22.210243191590585,4,critical (risk)
rus_ukr_war::energy_supply_flow,rus_ukr_war,Energy supply flow,32.0,23.0,critical (risk),10.05,1.4,23.22,14.36,18.42806409737045,4,critical (risk)
opec_energy_volatility::energy_supply_disruption,opec_energy_volatility,Energy supply disruption rate,27.0,17.0,critical (risk),7.6499999999999995,3.6000000000000005,19.259999999999998,11.64,18.10617651488363,4,critical (risk)
rus_ukr_war::cross_border_strike_rate,rus_ukr_war,Cross-border strike rate,33.0,17.0,active (lever),8.55,2.0999999999999996,23.220000000000002,11.04,17.14051376742317,4,critical (risk)
rus_ukr_war::arms_supply_flow,rus_ukr_war,External arms supply rate,25.0,20.0,active (lever),4.5,5.8,16.8,14.32,16.577210498071235,4,critical (risk)
japan_fx_bond_stress::cross_border_flows,japan_fx_bond_stress,Cross-border capital flows,17.0,20.0,critical (risk),4.35,5.8500000000000005,11.94,14.34,16.416266706827823,4,critical (risk)
china_eu_tech_rivalry::ai_asset_price_volatilit,china_eu_tech_rivalry,AI asset price volatility,21.0,32.0,reactive (sensor),1.4,8.700000000000001,13.16,22.68,16.255322915584415,4,critical (risk)
japan_fx_bond_stress::policy_rate_expectations,japan_fx_bond_stress,Policy rate expectations,21.0,20.0,critical (risk),3.5,6.4,14.0,14.56,15.933435333097593,4,critical (risk)
china_eu_tech_rivalry::regulatory_scrutiny,china_eu_tech_rivalry,Regulatory scrutiny,34.0,28.0,critical (risk),5.3999999999999995,4.3999999999999995,22.56,18.560000000000002,15.772491541854182,4,critical (risk)
