node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
currency_activism::crossborder_capital_flow,currency_activism,Cross-border capital flow rate,27.0,32.0,critical (risk),7.28,11.949999999999998,19.112,23.979999999999997,30.949491056107743,4,critical (risk)
russia_ukraine_warfare::political_will_arms,russia_ukraine_warfare,Political will for arms supply,14.0,23.0,critical (risk),6.4,10.1,10.96,17.84,26.555725555162656,4,reactive (sensor)
alliance_munitions_strai::alliance_cohesion,alliance_munitions_strai,Alliance cohesion,31.0,27.0,critical (risk),7.499999999999999,7.3999999999999995,21.599999999999998,19.16,23.980624895268093,4,critical (risk)
alliance_munitions_strai::maritime_access_control,alliance_munitions_strai,Maritime access control,34.0,31.0,critical (risk),7.1,7.3,23.24,21.519999999999996,23.17590593905104,4,critical (risk)
us_china_tech_rivalry::export_control_intensity,us_china_tech_rivalry,Export and trade restriction intensity,19.0,13.0,buffering (inert),6.55,6.3999999999999995,14.02,10.36,20.842220966021596,4,active (lever)
iran_hormuz_standoff::maritime_security_risk,iran_hormuz_standoff,Maritime security risk,27.0,25.0,critical (risk),7.199999999999999,5.2,19.08,17.08,19.957030114182842,4,critical (risk)
alliance_munitions_strai::escalation_risk,alliance_munitions_strai,Escalation risk,30.0,35.0,critical (risk),8.55,3.8000000000000003,21.42,22.52,19.87655821856114,4,critical (risk)
alliance_munitions_strai::contingency_planning,alliance_munitions_strai,Contingency planning depth,29.0,29.0,critical (risk),3.9000000000000004,6.5,18.959999999999997,20.0,16.738154289314643,4,critical (risk)
currency_activism::exchange_rate_level,currency_activism,Exchange rate level,29.0,32.0,critical (risk),3.9,6.000000000000001,18.959999999999997,21.6,15.933435333097593,4,critical (risk)
iran_hormuz_standoff::energy_export_volume,iran_hormuz_standoff,Energy export volume,28.0,27.0,critical (risk),6.000000000000001,3.74,19.200000000000003,17.695999999999998,15.67592526710814,4,critical (risk)
us_china_tech_rivalry::ai_investment_flow,us_china_tech_rivalry,AI investment flow,32.0,29.0,critical (risk),1.2,8.75,19.68,20.9,13.79362889314291,3,critical (risk)
russia_ukraine_warfare::escalation_tension_index,russia_ukraine_warfare,Escalation tension,24.0,34.0,critical (risk),6.4,3.4999999999999996,16.96,21.799999999999997,13.724314175086917,3,critical (risk)
currency_activism::gov_bond_yields,currency_activism,Government bond yields,32.0,34.0,critical (risk),2.25,5.8,20.099999999999998,22.72,12.955975195094508,4,critical (risk)
russia_ukraine_warfare::interceptor_use_rate,russia_ukraine_warfare,Interceptor consumption rate,14.0,16.0,critical (risk),4.5,3.5,10.200000000000001,11.0,12.875503299472802,4,buffering (inert)
us_china_tech_rivalry::hardware_capacity,us_china_tech_rivalry,Hardware production capacity,24.0,20.0,critical (risk),1.2,6.0,14.879999999999999,14.4,11.587952969525523,4,critical (risk)
us_china_tech_rivalry::ai_deployment_rate,us_china_tech_rivalry,AI deployment rate,29.0,31.0,critical (risk),4.45,3.5999999999999996,19.18,20.04,11.15966960701512,3,critical (risk)
russia_ukraine_warfare::energy_infra_damage,russia_ukraine_warfare,Energy infrastructure damage level,22.0,9.0,active (lever),4.700000000000001,1.6500000000000001,15.08,6.06,10.219930743956539,4,active (lever)
iran_hormuz_standoff::shipping_route_control,iran_hormuz_standoff,Shipping route control,32.0,23.0,critical (risk),4.3500000000000005,2.4000000000000004,20.939999999999998,14.76,9.357486937559262,3,critical (risk)
iran_hormuz_standoff::military_coercion_level,iran_hormuz_standoff,Military coercion level,30.0,18.0,active (lever),4.1,2.0999999999999996,19.64,11.639999999999999,6.81139618974228,2,active (lever)
currency_activism::rate_expectation_curve,currency_activism,Interest-rate expectation curve,32.0,31.0,critical (risk),4.859999999999999,0.0,21.144,18.599999999999998,6.737390595042667,3,critical (risk)
us_china_tech_rivalry::model_capability_level,us_china_tech_rivalry,Model capability level,30.0,28.0,critical (risk),3.1999999999999997,0.0,19.28,16.8,3.515559323737951,2,critical (risk)
iran_hormuz_standoff::negotiation_intensity,iran_hormuz_standoff,Negotiation intensity,25.0,25.0,critical (risk),1.3,1.2,15.52,15.48,2.7465307216702746,2,critical (risk)
russia_ukraine_warfare::energy_price_volatility,russia_ukraine_warfare,Energy market volatility,9.0,21.0,reactive (sensor),0.0,0.0,5.3999999999999995,12.6,0.0,0,buffering (inert)
russia_ukraine_warfare::sanctions_strength,russia_ukraine_warfare,Sanctions enforcement strength,13.0,6.0,buffering (inert),0.0,0.0,7.8,3.5999999999999996,0.0,0,buffering (inert)
russia_ukraine_warfare::long_range_strike_rate,russia_ukraine_warfare,Long-range strike tempo,23.0,4.0,active (lever),0.0,0.0,13.799999999999999,2.4,0.0,0,active (lever)
russia_ukraine_warfare::drone_strike_precision,russia_ukraine_warfare,Drone strike precision,26.0,4.0,active (lever),0.0,0.0,15.6,2.4,0.0,0,active (lever)
russia_ukraine_warfare::interceptor_stock,russia_ukraine_warfare,Air-defence interceptor stock,9.0,14.0,buffering (inert),0.0,0.0,5.3999999999999995,8.4,0.0,0,buffering (inert)
russia_ukraine_warfare::refining_logistics_cap,russia_ukraine_warfare,Refining and logistics capacity,10.0,8.0,buffering (inert),0.0,0.0,6.0,4.8,0.0,0,buffering (inert)
russia_ukraine_warfare::expertise_spread_rate,russia_ukraine_warfare,Expertise proliferation rate,20.0,6.0,active (lever),0.0,0.0,12.0,3.5999999999999996,0.0,0,buffering (inert)
russia_ukraine_warfare::disinfo_intensity,russia_ukraine_warfare,Disinformation operation intensity,11.0,15.0,reactive (sensor),0.0,0.0,6.6,9.0,0.0,0,buffering (inert)
russia_ukraine_warfare::interceptor_supply_rate,russia_ukraine_warfare,Interceptor replenishment rate,7.0,14.0,buffering (inert),0.0,0.0,4.2,8.4,0.0,0,buffering (inert)
russia_ukraine_warfare::cross_incident_rate,russia_ukraine_warfare,Cross-border aerial incident rate,16.0,16.0,critical (risk),0.0,0.0,9.6,9.6,0.0,0,buffering (inert)
russia_ukraine_warfare::civil_airspace_risk,russia_ukraine_warfare,Civil aviation airspace risk,7.0,20.0,reactive (sensor),0.0,0.0,4.2,12.0,0.0,0,buffering (inert)
russia_ukraine_warfare::fuel_supply_pressure,russia_ukraine_warfare,Strategic fuel supply pressure,7.0,22.0,reactive (sensor),0.0,0.0,4.2,13.2,0.0,0,reactive (sensor)
iran_hormuz_standoff::signal_clarity,iran_hormuz_standoff,Signal clarity,22.0,17.0,buffering (inert),0.0,0.0,13.2,10.2,0.0,0,buffering (inert)
iran_hormuz_standoff::liquidity_constraints,iran_hormuz_standoff,Liquidity constraints,8.0,13.0,buffering (inert),0.0,0.0,4.8,7.8,0.0,0,buffering (inert)
iran_hormuz_standoff::sanctions_pressure,iran_hormuz_standoff,Sanctions pressure,17.0,12.0,buffering (inert),0.0,0.0,10.2,7.199999999999999,0.0,0,buffering (inert)
us_china_tech_rivalry::ai_talent_pool,us_china_tech_rivalry,AI talent pool,21.0,17.0,active (lever),0.0,0.0,12.6,10.2,0.0,0,buffering (inert)
us_china_tech_rivalry::data_availability,us_china_tech_rivalry,Data availability,21.0,17.0,active (lever),0.0,0.0,12.6,10.2,0.0,0,buffering (inert)
us_china_tech_rivalry::compute_capacity,us_china_tech_rivalry,AI compute capacity,19.0,24.0,reactive (sensor),0.0,0.0,11.4,14.399999999999999,0.0,0,reactive (sensor)
iran_hormuz_standoff::diplomatic_trust_level,iran_hormuz_standoff,Diplomatic trust level,26.0,20.0,active (lever),0.0,0.0,15.6,12.0,0.0,0,active (lever)
iran_hormuz_standoff::shipping_insurance_costs,iran_hormuz_standoff,Shipping insurance costs,9.0,27.0,reactive (sensor),0.0,0.0,5.3999999999999995,16.2,0.0,0,reactive (sensor)
iran_hormuz_standoff::oil_price_volatility,iran_hormuz_standoff,Oil price volatility,13.0,29.0,reactive (sensor),0.0,0.0,7.8,17.4,0.0,0,reactive (sensor)
iran_hormuz_standoff::speculative_positions,iran_hormuz_standoff,Speculative positions,11.0,18.0,buffering (inert),0.0,0.0,6.6,10.799999999999999,0.0,0,buffering (inert)
iran_hormuz_standoff::deal_closure_likelihood,iran_hormuz_standoff,Deal closure likelihood,23.0,21.0,critical (risk),0.0,0.0,13.799999999999999,12.6,0.0,0,active (lever)
iran_hormuz_standoff::maritime_traffic_volume,iran_hormuz_standoff,Maritime traffic volume,15.0,25.0,reactive (sensor),0.0,0.0,9.0,15.0,0.0,0,reactive (sensor)
iran_hormuz_standoff::naval_deployment_density,iran_hormuz_standoff,Naval deployment density,19.0,17.0,buffering (inert),0.0,0.0,11.4,10.2,0.0,0,buffering (inert)
iran_hormuz_standoff::attack_incident_rate,iran_hormuz_standoff,Attack incident rate,26.0,14.0,active (lever),0.0,0.0,15.6,8.4,0.0,0,active (lever)
us_china_tech_rivalry::data_center_energy_rate,us_china_tech_rivalry,Data‑center energy consumption rate,10.0,18.0,buffering (inert),0.0,0.0,6.0,10.799999999999999,0.0,0,buffering (inert)
us_china_tech_rivalry::public_trust_in_ai,us_china_tech_rivalry,Public trust in AI,16.0,18.0,buffering (inert),0.0,0.0,9.6,10.799999999999999,0.0,0,buffering (inert)
us_china_tech_rivalry::litigation_rate,us_china_tech_rivalry,Litigation and enforcement incidence,19.0,19.0,buffering (inert),0.0,0.0,11.4,11.4,0.0,0,buffering (inert)
us_china_tech_rivalry::leadership_turnover_rate,us_china_tech_rivalry,Leadership turnover rate,11.0,13.0,buffering (inert),0.0,0.0,6.6,7.8,0.0,0,buffering (inert)
