node,parent_core,label,local_AS,local_PS,local_role,AS_ext,PS_ext,global_AS,global_PS,bridge_score,n_bridged_cores,global_role
global_energy_shock::state_directed_economy,global_energy_shock,State-directed economy degree,38.0,26.0,active (lever),9.45,8.600000000000001,26.580000000000002,19.04,29.05035431943551,4,critical (risk)
china_us_tech_trade::capital_investment_ai,china_us_tech_trade,Capital investment into AI infrastructure,25.0,28.0,critical (risk),6.6,10.75,17.64,21.1,27.92374778073164,4,critical (risk)
russia_ukraine_war::wartime_funding_flow,russia_ukraine_war,Wartime funding flow,13.0,20.0,reactive (sensor),5.0,10.8,9.8,16.32,25.429119016458785,4,reactive (sensor)
us_iran_maritime_war::maritime_security_risk,us_iran_maritime_war,Maritime security risk,27.0,11.0,active (lever),8.05,7.599999999999999,19.42,9.639999999999999,25.187703329593667,4,active (lever)
global_bond_turmoil::nonbank_funding_stress,global_bond_turmoil,Non‑bank funding stress,30.0,26.0,critical (risk),8.3,6.9,21.32,18.36,24.463456268998325,4,critical (risk)
china_us_tech_trade::regulatory_scrutiny,china_us_tech_trade,Regulatory scrutiny and restrictions intensity,30.0,25.0,critical (risk),7.550000000000001,7.550000000000001,21.02,18.02,24.302512477754917,4,critical (risk)
russia_ukraine_war::external_security_coop,russia_ukraine_war,External security cooperation,22.0,18.0,critical (risk),9.6,5.1000000000000005,17.04,12.84,23.658737312781273,4,critical (risk)
global_energy_shock::sovereign_asset_access,global_energy_shock,Sovereign asset accessibility,29.0,32.0,critical (risk),5.8,8.75,19.72,22.7,23.41732162591616,4,critical (risk)
global_energy_shock::contract_enforceability,global_energy_shock,Contract enforceability,31.0,26.0,active (lever),4.800000000000001,8.7,20.52,19.08,21.727411817860354,4,critical (risk)
global_bond_turmoil::bond_market_liquidity,global_bond_turmoil,Bond market liquidity,26.0,28.0,critical (risk),5.0,8.0,17.6,20.0,20.922692861643302,4,critical (risk)
us_iran_maritime_war::oil_price_level,us_iran_maritime_war,Crude oil price level,13.0,26.0,reactive (sensor),7.1,3.6000000000000005,10.64,17.04,17.22098566304487,4,reactive (sensor)
global_bond_turmoil::nominal_treasury_yields,global_bond_turmoil,Nominal Treasury yields,25.0,31.0,critical (risk),4.95,6.75,16.98,21.299999999999997,16.219644025102717,3,critical (risk)
us_iran_maritime_war::maritime_blockade_degree,us_iran_maritime_war,Maritime blockade degree,34.0,6.0,active (lever),7.5,2.4,23.4,4.56,15.933435333097593,4,active (lever)
china_us_tech_trade::ai_compute_capacity,china_us_tech_trade,AI compute capacity,30.0,29.0,critical (risk),5.25,3.3999999999999995,20.1,18.759999999999998,11.991446223687051,3,critical (risk)
