id,title,type,timeline_kind,timeline_label,date,start,end,probability,impact_score,expected_impact,event_PS,event_AS,n_vars,affected_ids,rationale
eu_61bn_aid_disbursement,EU €6.1bn defence disbursement to Ukraine,process,horizon,by end of year,,2026-08-27,2026-12-31,0.85,152.0,129.2,22.857,21.714,4,"allied_military_flow, logistics_ammo_stocks, industrial_prod_capacity, public_support_level","EU approves further €6.1 billion for Ukraine's defence; Britain, France pledge stronger support."
patriot_ammo_depletion_resupply,Air‑defence ammo depletion triggers resupply push,process,horizon,1 month,,2026-08-27,2026-09-30,0.7,149.0,104.3,22.857,21.286,3,"logistics_ammo_stocks, allied_military_flow, defensive_hardening_rate",Ukraine left exposed as Patriot launchers run empty; Ukraine left exposed.
russian_mobilization_preparations,Russian mobilization readiness testing,process,horizon,next 3 months,,2026-08-27,2026-11-30,0.65,131.0,85.15,25.167,21.833,3,"mobilization_readiness, escalation_perception, logistics_ammo_stocks",Exclusive | Russia Tests Readiness for New Round of Military Mobilization.
cia_moscow_backchannel,CIA chief's Moscow visit/intel backchannel,process,horizon,weeks-months,,2026-08-27,2026-10-15,0.9,130.0,117.0,22.5,21.667,3,"intelligence_backchannel, escalation_control_rate, escalation_perception",CIA Director John Ratcliffe Makes Surprise Trip to Moscow; visit was to warn Russia not to attack NATO.
starlink_deployment_expansion,Expanded Starlink/SpaceX support for Ukraine,process,horizon,1-2 months,,2026-08-27,2026-10-31,0.75,126.0,94.5,19.833,21.0,3,"dual_use_service_avail, battlefield_data_sharing, cyber_space_integrity",Ukraine seeks Elon Musk’s help to hit Russian missile launchers; Ukraine awards Elon Musk medal as it seeks Starlink approval.
attacks_on_russian_retail,Economic pressure: strikes on Russian online retail,process,horizon,next 3 months,,2026-08-27,2026-11-30,0.8,125.0,100.0,22.0,25.0,3,"economic_disruption_leve, infra_vulnerability, escalation_perception",Ukraine targets Ozon in widening attacks on Russian online retailers; Ukraine hits Russia’s second-largest online retailer.
uk_ukraine_ai_defence_partnership,UK–Ukraine AI defence partnership rollout,process,horizon,6 months,,2026-08-27,2027-02-27,0.8,123.0,98.4,20.5,20.5,3,"battlefield_data_sharing, dual_use_service_avail, defensive_hardening_rate","UK, Ukraine sign AI defence partnership linked to battlefield technology; Britain gains access to Ukraine battlefield data."
us_mediation_window_summer27,U.S. mediation window through summer 2027,process,horizon,through summer 2027,,2026-08-27,2027-09-01,0.7,113.0,79.1,22.8,22.6,3,"escalation_control_rate, escalation_perception, political_constraint_lvl",Zelenskiy sees window for U.S. mediation until summer 2027.
russia_infrastructure_control_policy,Russian takeover of 'vulnerable' infrastructure,process,horizon,weeks-months,,2026-08-27,2026-10-31,0.75,108.0,81.0,19.4,21.6,3,"political_constraint_lvl, infra_vulnerability, dual_use_service_avail",Putin allows Russia to take control of infrastructure deemed vulnerable to drone attacks.
eu_counter_russian_networks,European counter‑Russian network operations,process,horizon,weeks-months,,2026-08-27,2026-10-31,0.6,88.0,52.8,22.25,22.0,3,"intelligence_backchannel, political_constraint_lvl, escalation_perception",Man detained over Berlin gun stash suspected of being part of Russian network; Slovak police thwart planned arson attack on drone factory.
