id,title,type,timeline_kind,timeline_label,date,start,end,probability,impact_score,expected_impact,event_PS,event_AS,n_vars,affected_ids,rationale
poland_border_crossing_risk,Risk to Poland–Ukraine border crossings,process,horizon,coming months,,2026-09-13,2026-12-31,0.65,148.0,96.2,15.625,18.5,3,"cross_border_incident_ra, border_security_tension, escalation_pressure_inde",Headline: [2026-09-11] Poland says it expects Russia will target its border crossings with Ukraine
attacks_on_arms_transit_balkans,Attacks on arms transit and storage sites (Balkans),process,horizon,near term,,2026-09-13,2026-11-30,0.55,142.0,78.1,15.8,14.2,5,"munitions_stockpile, supply_chain_resilience, cross_border_incident_ra, border_security_tension, escalation_pressure_inde",Headlines: [2026-09-12] Explosion hits another weapons site in Bulgaria; [2026-09-13] Explosion hits another EMCO weapons site in Bulgaria
european_funding_shortfall_pressure,European funding shortfall pressure,process,horizon,next 6 months,,2026-09-13,2027-03-31,0.75,131.0,98.25,14.143,18.714,3,"defense_funding_flow_rat, allied_econ_strain, domestic_political_suppo","Headlines: [2026-09-11] Defending Ukraine Is Getting More Expensive, and Europe Is Struggling to Foot the Bill; [2026-09-12] Defending Ukraine Is Getting More Expensive, and Europe Is Struggling to Foot the Bill - wsj.com"
high_value_aircraft_targeting_spike,Increased attempts to target high-value aircraft,process,horizon,months,,2026-09-13,2026-12-31,0.6,130.0,78.0,16.571,18.571,4,"cross_border_incident_ra, escalation_pressure_inde, air_defense_capacity, civilian_casualties_leve","Headlines: [2026-09-11] Drone almost struck Zelenskyy’s plane, says Ukraine; [2026-09-11] Drone strikes kill two in Russia; eight injured in Kyiv"
eu_tap_russian_assets,EU moves to tap Russian assets for Ukraine,process,horizon,next 6 months,,2026-09-13,2027-03-31,0.6,122.0,73.2,11.75,15.25,3,"defense_funding_flow_rat, asset_seizure_activity, allied_econ_strain",Headline: [2026-09-11] EU looks for new path to tap Russian assets for Ukraine
talks_resume_october,Peace talks resume in October,event,horizon,October 2026,,2026-10-01,2026-10-31,0.7,104.0,72.8,18.0,20.8,3,"escalation_pressure_inde, domestic_political_suppo, intel_surveillance_cover",Headline: [2026-09-12] Kyiv preparing for talks to resume in October
harsh_winter_operational_impact,Harsh winter 2026/27 operational impacts,process,horizon,winter 2026/27,,2026-11-01,2027-03-31,0.9,97.0,87.3,14.111,10.778,5,"munitions_stockpile, supply_chain_resilience, civilian_casualties_leve, allied_econ_strain, escalation_pressure_inde",Headline: [2026-09-12] Ukraine braces for harsh winter as Russian attacks hit economy
canada_air_defense_package_delivery,Canada air-defence package delivery,process,horizon,by end of 2026,,2026-09-13,2026-12-31,0.8,69.0,55.2,17.75,17.25,3,"air_defense_capacity, defense_funding_flow_rat, mil_modernization_rate","Headline: [2026-09-11] Canada agrees on C$350 million air defense package for Ukraine, Carney says"
drone_industry_consolidation,Drone-industry consolidation in Ukraine,process,horizon,months,,2026-09-13,2026-12-31,0.85,68.0,57.8,11.571,9.714,4,"industry_consol_rate, mil_modernization_rate, supply_chain_resilience, munitions_stockpile",Headlines: [2026-09-11] Exclusive | Drone Deal Kicks Off Consolidation in Ukraine’s 500-Company Industry
us_intel_greater_role,US intelligence greater role in talks,process,horizon,weeks-months,,2026-09-13,2026-11-30,0.7,62.0,43.4,17.5,15.5,2,"intel_surveillance_cover, escalation_pressure_inde",Headline: [2026-09-11] US spy chief prepares for greater role in Russia-Ukraine talks
